"OrderID","ProductID","UnitPrice","Quantity","Discount"
312,13,9072.98,9,0.2
312,49,7572.78,15,0.05
312,72,9411.18,6,0.2
312,75,4023.48,18,0.2
312,83,9524.73,6,0.0
313,1,5919.22,1,0.2
314,27,10010.06,15,0.0
314,47,7785.15,6,0.05
314,59,6939.71,9,0.05
314,68,5037.31,4,0.15
315,17,1045.49,14,0.2
315,44,4560.23,3,0.0
315,77,199.98,11,0.1
315,83,9768.23,1,0.15
315,99,954.40,10,0.2
316,5,4242.13,15,0.1
316,9,9381.16,3,0.0
316,27,9646.00,8,0.0
316,60,4991.07,13,0.05
316,89,4014.48,3,0.1
317,27,10004.79,12,0.0
317,41,3870.80,10,0.05
317,51,1782.51,6,0.05
318,12,1803.24,13,0.1
318,21,6954.53,2,0.2
318,76,10007.20,18,0.15
318,98,1597.47,2,0.0
319,70,3622.88,10,0.05
320,40,3929.12,6,0.05
320,94,9509.66,7,0.2
320,98,1632.71,10,0.1
321,6,261.38,3,0.1
322,9,9010.27,18,0.05
322,10,2783.68,4,0.2
322,41,3859.03,10,0.1
322,70,3850.55,6,0.2
322,73,4707.81,2,0.05
323,39,650.38,15,0.05
324,51,1780.38,13,0.1
325,18,5895.52,6,0.05
325,86,5161.11,3,0.2
326,2,852.62,16,0.05
326,51,1779.66,7,0.2
326,80,8011.03,6,0.2
327,51,1738.59,18,0.2
327,81,1968.81,1,0.15
327,85,9970.14,9,0.1
328,7,6762.39,15,0.1
328,68,4953.90,11,0.2
328,72,9949.45,18,0.2
328,97,1697.49,1,0.0
329,13,9081.19,6,0.2
329,15,2728.23,18,0.1
330,40,3757.06,14,0.2
330,43,2681.98,2,0.2
330,54,5009.31,14,0.2
330,60,4961.36,16,0.2
331,24,7452.54,13,0.15
331,50,4952.29,11,0.15
331,71,8546.25,8,0.0
332,11,1690.14,8,0.0
332,53,6512.64,5,0.1
332,54,5173.01,11,0.1
333,10,2997.23,2,0.0
333,24,7303.31,7,0.2
333,54,5325.45,5,0.05
333,56,7755.18,13,0.05
333,89,4074.53,19,0.1
334,11,1683.15,13,0.2
334,50,5144.08,17,0.2
334,72,10340.40,16,0.05
334,95,1457.64,20,0.0
335,1,5389.97,20,0.15
335,13,8890.11,1,0.0
335,68,5143.12,1,0.1
335,75,3988.18,19,0.15
335,81,1977.85,17,0.05
336,30,8224.58,20,0.0
336,39,646.71,7,0.05
336,51,1680.72,7,0.1
336,54,4858.69,3,0.0
337,79,8807.54,20,0.1
338,26,4937.73,18,0.1
338,69,2031.89,11,0.1
339,10,2786.07,3,0.2
339,13,9533.59,6,0.05
339,60,5005.53,2,0.05
340,6,262.34,19,0.0
340,74,1658.74,6,0.0
340,97,1627.24,1,0.1
341,15,2775.43,19,0.0
342,34,2915.35,5,0.0
342,60,4663.36,2,0.2
342,67,5204.19,12,0.0
342,92,1299.01,4,0.1
343,11,1608.75,10,0.2
343,54,5314.84,10,0.1
343,75,4265.57,13,0.1
344,86,5476.62,18,0.05
345,7,6900.53,9,0.15
345,60,4872.60,13,0.15
345,74,1699.61,3,0.1
345,95,1361.45,8,0.15
345,96,1194.31,14,0.15
346,28,618.10,10,0.15
347,91,6236.26,7,0.05
348,13,8974.96,17,0.2
348,23,5905.88,8,0.2
348,46,6480.62,12,0.2
348,82,4651.96,14,0.1
349,24,7745.95,1,0.05
349,25,1377.57,11,0.1
349,35,5671.69,4,0.15
349,52,9462.15,7,0.1
350,71,8236.90,13,0.0
350,92,1214.00,7,0.2
351,26,4776.93,19,0.15
352,12,1877.03,3,0.0
352,24,7761.47,12,0.15
352,25,1456.09,11,0.2
353,2,878.79,19,0.15
353,3,3366.01,9,0.05
353,12,1748.37,15,0.0
353,51,1820.03,2,0.15
353,90,5082.71,6,0.0
354,15,2634.69,2,0.1
354,35,5356.37,6,0.2
354,72,10191.82,1,0.2
354,87,4241.10,10,0.1
354,98,1642.63,9,0.0
355,13,9265.09,16,0.05
355,44,4444.86,17,0.0
355,49,7717.88,20,0.15
355,81,2136.79,4,0.2
355,93,6540.14,12,0.2
356,56,8058.93,2,0.15
356,79,9285.17,3,0.1
356,85,9432.48,1,0.1
357,27,9587.88,12,0.05
357,49,7409.89,5,0.05
357,50,4856.33,1,0.15
357,95,1398.97,5,0.0
357,98,1691.92,20,0.05
358,67,4947.97,9,0.1
358,93,6628.87,2,0.0
358,98,1725.96,12,0.1
359,52,9156.95,6,0.0
360,1,5941.96,19,0.1
360,14,2240.55,4,0.15
360,34,2763.92,11,0.2
360,73,4397.07,13,0.2
360,84,4851.76,3,0.2
361,79,9240.55,20,0.05
361,88,5716.18,20,0.1
362,71,8239.94,13,0.15
362,79,9090.63,1,0.1
363,11,1582.04,9,0.2
363,67,5025.22,14,0.0
364,35,5151.58,9,0.1
365,55,380.97,9,0.0
365,60,4599.40,6,0.15
365,62,5408.03,10,0.2
365,76,9144.68,19,0.2
366,2,885.82,5,0.1
366,17,1050.61,5,0.05
366,42,9429.95,9,0.0
366,73,4383.97,18,0.0
367,9,8941.25,13,0.2
367,35,5183.12,14,0.1
367,37,3023.71,2,0.05
367,56,8361.48,15,0.05
368,28,594.49,1,0.05
368,60,4897.26,12,0.15
368,61,8612.25,9,0.15
368,88,5620.31,6,0.2
369,43,2851.55,10,0.05
369,53,6618.56,7,0.0
369,64,930.50,10,0.2
369,97,1750.88,20,0.0
370,55,390.21,18,0.0
370,78,4907.04,5,0.1
370,94,9823.24,2,0.15
371,35,5547.37,10,0.05
371,39,625.47,8,0.05
371,47,8366.53,4,0.05
372,1,5802.81,7,0.15
372,29,523.11,14,0.1
372,49,7317.56,15,0.1
372,65,4349.36,14,0.15
373,4,3762.72,20,0.05
373,9,9569.87,20,0.15
373,24,7622.57,11,0.15
373,34,2763.37,3,0.0
373,85,9708.01,5,0.2
374,89,4231.31,3,0.05
375,33,218.43,20,0.1
375,34,2831.88,1,0.15
375,42,9390.70,17,0.2
375,51,1789.51,18,0.0
375,73,4538.23,9,0.0
376,14,2284.41,1,0.1
376,100,419.89,19,0.05
377,47,7707.52,14,0.1
378,13,9500.74,17,0.15
378,34,2803.76,3,0.0
378,44,4614.47,12,0.0
378,89,4015.19,8,0.2
379,22,4291.21,7,0.05
379,79,8660.75,3,0.05
379,93,6161.12,19,0.0
380,21,6756.46,18,0.05
380,39,634.92,5,0.2
380,47,7775.21,16,0.2
380,65,4538.02,1,0.1
381,62,5098.83,4,0.0
381,88,5512.57,2,0.05
382,56,7744.98,4,0.0
383,25,1430.04,19,0.0
383,60,5003.63,13,0.2
383,61,8536.00,13,0.1
383,67,4989.42,2,0.0
383,99,1003.69,5,0.2
384,26,4772.22,6,0.05
384,44,4307.34,19,0.15
384,49,7023.29,10,0.2
384,72,9526.65,8,0.05
384,96,1196.52,13,0.05
385,33,218.91,4,0.15
385,37,2991.23,3,0.15
385,47,7760.82,19,0.2
386,6,250.07,10,0.0
386,9,9587.61,16,0.0
386,13,9556.54,10,0.1
386,30,8621.89,16,0.05
387,24,7789.79,16,0.2
387,60,4641.37,6,0.1
387,69,1921.72,5,0.15
387,77,204.69,15,0.05
388,21,7117.18,4,0.1
388,72,9979.58,5,0.15
389,48,7946.37,17,0.1
389,56,7852.28,18,0.05
389,60,4714.47,16,0.05
389,80,8095.53,10,0.05
389,94,9485.64,13,0.0
390,5,4235.40,13,0.1
390,40,3815.19,14,0.15
390,55,390.33,4,0.1
390,64,919.65,2,0.0
390,79,8870.91,10,0.15
391,5,4546.17,4,0.2
391,41,3628.97,4,0.05
391,42,9165.37,4,0.1
391,49,7003.40,13,0.0
391,55,360.11,1,0.05
392,70,3840.12,19,0.2
392,71,8133.51,6,0.0
392,77,206.20,7,0.1
392,100,404.82,14,0.1
393,15,2697.12,10,0.0
393,33,224.23,7,0.1
394,5,4320.07,11,0.0
394,46,6412.13,13,0.0
395,5,4530.30,16,0.0
395,36,264.74,18,0.0
395,60,4755.82,9,0.1
395,85,9980.16,16,0.0
395,89,4365.65,3,0.2
396,3,3529.42,11,0.2
396,91,6418.85,8,0.05
397,14,2250.87,9,0.0
398,50,4869.96,1,0.2
398,56,8170.96,20,0.05
399,11,1663.10,2,0.0
399,98,1624.75,19,0.15
400,12,1882.58,8,0.1
400,54,5263.90,4,0.1
400,80,8292.00,14,0.15
400,82,4742.53,5,0.1
401,18,5637.18,2,0.1
401,37,2880.81,7,0.15
401,44,4546.82,16,0.2
402,40,3955.72,7,0.2
402,41,4005.05,3,0.05
402,74,1732.33,7,0.05
402,75,4121.20,16,0.1
402,92,1307.32,5,0.1
403,29,539.12,13,0.0
403,38,9598.53,11,0.05
404,41,3967.72,1,0.0
404,57,724.55,17,0.1
404,98,1675.60,1,0.05
405,1,5847.27,5,0.15
405,36,277.25,11,0.1
405,39,655.82,17,0.15
405,40,3954.54,20,0.15
405,41,3719.28,3,0.15
406,75,4050.38,12,0.05
407,23,6337.54,14,0.0
407,42,9644.43,10,0.05
407,54,4946.32,17,0.15
408,29,494.36,8,0.05
409,24,7523.60,17,0.1
409,28,617.94,6,0.0
409,51,1762.73,16,0.0
409,100,391.29,6,0.0
410,23,6186.33,20,0.15
410,28,598.13,20,0.1
410,35,5509.75,4,0.1
410,72,10304.89,1,0.1
410,74,1746.43,8,0.2
411,71,8378.99,7,0.0
411,79,8557.33,16,0.15
411,83,9294.43,6,0.2
411,99,929.18,6,0.2
412,22,4000.37,13,0.05
412,44,4362.94,4,0.2
412,82,4616.24,15,0.15
413,9,9452.14,1,0.05
413,34,2986.74,18,0.0
414,22,4231.42,20,0.1
414,71,7960.16,14,0.2
414,73,4519.48,18,0.0
415,30,8324.60,9,0.0
415,46,6309.55,14,0.1
415,80,8487.49,13,0.2
415,89,4067.78,9,0.2
416,22,4012.59,11,0.15
416,27,9779.38,3,0.05
416,41,3818.57,4,0.0
416,99,913.35,5,0.0
417,11,1675.15,14,0.2
417,37,2970.79,11,0.0
417,41,3681.63,2,0.2
417,47,7677.54,2,0.1
417,72,9449.09,7,0.05
418,43,2924.79,5,0.0
418,92,1242.74,7,0.2
419,29,506.17,18,0.2
420,7,6824.63,17,0.15
420,45,5432.31,1,0.1
420,49,7612.66,17,0.15
421,53,6803.23,6,0.0
421,62,5013.67,19,0.15
421,65,4573.25,14,0.2
421,79,8680.84,16,0.15
422,26,4603.34,6,0.2
422,41,3899.43,13,0.0
422,53,7056.28,7,0.05
423,8,3120.38,18,0.0
423,18,6084.23,6,0.05
423,49,7364.33,4,0.0
423,99,952.22,2,0.15
424,51,1755.99,19,0.1
424,55,388.11,10,0.1
424,65,4468.75,7,0.2
424,66,1981.29,13,0.1
425,17,1049.54,18,0.0
425,22,4160.56,4,0.2
425,84,4777.24,14,0.2
426,36,289.51,6,0.1
426,66,1939.58,7,0.2
426,94,9915.55,17,0.0
427,3,3456.30,20,0.15
427,6,248.02,17,0.05
427,28,604.27,15,0.15
427,97,1646.57,1,0.2
428,6,262.20,18,0.1
428,39,654.40,3,0.15
428,41,3987.56,16,0.0
428,97,1643.21,1,0.15
429,3,3603.80,13,0.1
430,1,5840.77,4,0.15
430,75,4138.62,6,0.0
430,96,1205.28,14,0.0
431,3,3547.71,19,0.05
431,99,983.73,11,0.15
432,46,6236.76,13,0.0
433,5,4409.28,19,0.0
433,8,3291.75,17,0.05
433,65,4493.41,19,0.0
433,98,1746.33,5,0.2
434,39,620.13,15,0.0
434,89,4086.85,19,0.15
435,14,2124.49,12,0.0
435,62,5269.21,10,0.0
436,3,3411.93,3,0.2
436,27,9738.05,12,0.0
436,41,3821.10,5,0.05
436,47,8001.45,18,0.05
436,74,1701.82,5,0.0
437,6,264.01,14,0.15
437,29,505.83,18,0.15
437,67,5211.12,2,0.0
437,84,4803.00,14,0.0
437,88,5309.64,7,0.2
438,2,852.87,17,0.2
438,34,2946.10,14,0.0
439,9,9639.19,14,0.05
439,24,7739.95,1,0.0
439,29,529.66,10,0.1
440,42,9236.85,4,0.15
440,49,7487.69,6,0.15
440,84,4778.90,14,0.15
441,29,494.05,5,0.15
441,33,221.17,7,0.1
442,36,263.24,7,0.1
442,91,6301.02,13,0.2
443,13,9273.49,20,0.15
443,60,4653.64,3,0.15
443,81,2124.92,11,0.1
443,89,4031.97,7,0.0
444,29,509.63,19,0.1
444,87,4223.49,18,0.1
445,54,5238.62,6,0.0
446,5,4451.54,8,0.15
446,62,5006.73,2,0.2
446,89,4348.01,2,0.2
447,2,898.37,16,0.05
447,22,3903.68,13,0.1
447,51,1678.33,15,0.2
447,62,4990.03,14,0.1
447,66,1819.48,16,0.0
448,77,217.08,3,0.15
449,27,10124.57,20,0.05
450,37,3005.89,4,0.05
450,66,1947.78,11,0.2
450,73,4463.32,3,0.1
450,96,1273.52,7,0.15
451,7,6790.08,5,0.0
451,42,9278.26,5,0.0
451,73,4567.03,6,0.2
451,97,1647.51,17,0.0
451,98,1723.89,20,0.2
452,12,1852.06,7,0.15
452,23,6277.63,3,0.1
452,24,7549.52,1,0.05
453,7,6710.55,13,0.2
454,65,4315.22,18,0.2
455,35,5241.48,15,0.2
455,41,3835.52,15,0.05
456,12,1844.96,14,0.2
456,81,2048.62,6,0.15
457,3,3596.31,20,0.2
457,33,227.00,14,0.0
457,37,3022.80,5,0.15
457,64,938.67,9,0.0
458,60,4777.79,18,0.05
458,78,5334.97,2,0.1
459,1,5631.68,14,0.15
459,72,10126.62,18,0.2
459,86,5328.33,17,0.1
459,99,986.69,17,0.1
460,11,1629.99,15,0.05
460,24,7506.98,17,0.05
460,32,8555.63,11,0.2
460,64,927.67,15,0.0
460,94,9364.63,3,0.1
461,68,5361.53,12,0.1
462,28,637.90,14,0.1
462,70,3832.06,6,0.15
463,67,5089.04,6,0.0
463,73,4411.13,1,0.2
464,52,9201.81,14,0.15
464,66,1877.39,12,0.1
464,82,4823.41,12,0.0
465,98,1730.95,11,0.2
466,11,1587.67,11,0.0
466,35,5683.97,5,0.05
466,48,7395.75,9,0.0
466,62,4957.10,12,0.05
466,71,8003.32,15,0.2
467,33,229.58,14,0.2
467,44,4478.62,5,0.15
468,6,267.04,20,0.2
468,9,9040.37,5,0.05
468,32,8226.08,11,0.2
468,42,9293.75,16,0.15
469,2,915.50,19,0.0
469,7,6997.08,16,0.1
469,75,4033.88,12,0.1
469,89,4302.26,7,0.2
470,35,5560.20,10,0.0
471,10,2895.42,16,0.2
471,29,533.17,14,0.2
471,46,6018.80,4,0.05
471,48,7706.45,20,0.15
472,13,9304.05,15,0.1
473,26,4988.88,12,0.2
473,40,3989.73,19,0.1
473,98,1754.87,4,0.2
474,11,1581.77,9,0.0
474,79,9105.08,5,0.2
475,10,2836.63,5,0.15
475,27,9405.01,5,0.2
475,70,3628.81,13,0.0
476,73,4765.16,3,0.2
476,74,1657.89,19,0.2
476,77,199.07,20,0.0
476,88,5653.53,11,0.15
477,65,4495.98,19,0.15
478,8,3249.50,17,0.1
478,39,616.53,3,0.05
478,72,9367.19,10,0.2
478,84,4866.92,12,0.1
479,12,1734.29,12,0.2
479,29,532.95,1,0.0
479,61,8404.28,3,0.15
479,80,8514.16,2,0.1
480,24,7284.10,9,0.1
480,89,4369.46,18,0.1
481,48,7989.23,7,0.1
481,65,4498.62,5,0.15
481,68,5120.27,8,0.05
481,89,4112.25,11,0.05
482,13,8793.00,16,0.15
482,39,651.83,13,0.0
482,64,988.24,5,0.15
483,1,5891.18,7,0.1
484,10,2771.12,13,0.0
484,12,1742.10,16,0.2
484,41,3770.04,17,0.05
484,54,5039.01,13,0.2
484,94,9799.81,3,0.0
485,42,9959.96,12,0.15
485,95,1374.59,3,0.0
486,28,599.17,17,0.0
486,59,6738.76,2,0.2
486,66,1863.38,2,0.1
486,98,1678.58,18,0.0
487,9,9629.58,8,0.1
487,14,2175.07,15,0.1
487,81,2075.26,14,0.05
487,87,4251.54,6,0.0
487,97,1706.21,12,0.05
488,39,619.96,19,0.1
488,42,9468.11,12,0.0
488,52,9061.30,17,0.1
488,82,4931.96,18,0.15
489,13,9123.83,7,0.05
489,69,1899.43,12,0.1
489,77,216.87,20,0.0
489,82,4662.26,11,0.15
490,72,9605.19,15,0.2
490,77,200.84,8,0.2
491,38,9707.75,12,0.2
492,3,3447.62,2,0.05
492,47,8170.75,17,0.0
492,77,201.81,16,0.15
492,85,10218.49,4,0.2
493,44,4504.00,17,0.0
494,1,5735.38,5,0.1
494,4,3472.41,17,0.05
494,39,601.86,2,0.05
494,94,9785.43,5,0.0
495,46,6528.51,4,0.05
495,100,410.36,10,0.05
496,23,5860.49,14,0.0
496,66,1903.92,7,0.15
496,80,7740.86,11,0.05
496,85,9883.29,2,0.0
497,41,3720.55,10,0.0
497,65,4523.11,6,0.05
497,81,2156.19,9,0.05
498,18,5846.43,14,0.0
498,28,607.53,11,0.15
498,33,221.73,10,0.0
498,81,2029.60,7,0.0
498,83,9215.52,17,0.2
499,44,4314.73,18,0.0
500,34,2767.18,5,0.05
500,60,4818.78,15,0.1
500,66,1920.48,10,0.2
500,87,4211.05,5,0.15
501,28,632.66,17,0.0
501,33,234.17,13,0.15
501,56,8442.08,1,0.05
501,86,5279.37,19,0.0
502,41,3912.35,14,0.05
503,13,9544.19,18,0.1
503,41,3765.76,17,0.15
504,54,5243.44,9,0.1
504,56,8339.05,8,0.05
504,59,7037.79,6,0.1
504,70,3714.68,8,0.15
505,48,7686.77,13,0.05
505,50,4761.54,1,0.0
505,72,10343.77,1,0.1
505,93,6242.00,6,0.2
505,99,924.29,14,0.1
506,59,6575.88,5,0.0
506,73,4490.17,5,0.05
506,84,4629.39,18,0.05
507,99,987.64,7,0.05
508,37,2958.41,3,0.0
508,42,9345.94,19,0.05
509,18,5979.18,8,0.15
509,33,223.16,8,0.2
509,91,6492.45,18,0.05
510,41,3981.59,13,0.0
510,46,6577.34,1,0.0
510,48,7801.84,19,0.1
510,56,8254.36,6,0.05
510,73,4501.16,2,0.15
511,10,2738.30,16,0.0
511,25,1412.40,13,0.0
511,30,8677.07,8,0.2
511,64,913.79,7,0.1
512,24,7781.46,5,0.1
512,35,5540.54,10,0.05
513,81,2150.48,17,0.15
514,26,4606.31,10,0.0
515,15,2857.79,7,0.2
516,45,5124.72,12,0.05
516,48,7310.12,13,0.1
516,55,370.56,2,0.0
516,88,5426.35,13,0.0
516,93,6577.07,6,0.1
517,6,272.38,5,0.2
517,27,9431.72,14,0.0
517,65,4275.60,3,0.2
517,77,205.32,13,0.15
518,32,8726.09,17,0.05
518,34,3011.36,13,0.15
518,53,7135.42,20,0.2
518,79,8567.38,19,0.0
519,24,7387.10,18,0.15
519,79,9068.10,2,0.15
519,85,10108.78,17,0.1
519,89,4378.15,18,0.0
519,96,1249.92,19,0.15
520,62,4952.46,8,0.15
520,74,1686.02,18,0.0
521,92,1227.00,19,0.0
522,6,258.35,17,0.2
522,77,217.56,11,0.15
523,11,1735.18,7,0.05
523,41,3633.39,2,0.05
523,77,213.77,18,0.2
524,11,1590.65,3,0.05
524,21,7049.69,12,0.15
524,35,5503.71,4,0.05
524,44,4411.69,1,0.05
524,90,5245.79,10,0.15
525,43,2881.21,6,0.05
525,61,8521.41,4,0.0
526,22,4095.83,1,0.2
527,11,1631.84,12,0.15
527,40,3888.34,4,0.0
528,89,4331.85,12,0.15
529,44,4503.30,12,0.2
530,12,1744.37,18,0.05
531,66,1932.72,16,0.2
531,86,5422.68,8,0.0
531,87,3957.21,9,0.05
532,2,839.48,13,0.1
532,81,2040.60,10,0.1
533,21,7071.47,16,0.05
533,54,4838.29,4,0.1
533,95,1400.55,11,0.15
534,33,213.42,2,0.1
534,77,213.52,5,0.0
534,79,9141.41,15,0.2
534,88,5483.68,7,0.1
535,78,5216.49,12,0.05
536,1,5603.52,16,0.1
536,10,2780.53,5,0.1
536,92,1290.15,20,0.0
537,52,9434.43,9,0.05
538,70,3611.05,17,0.0
538,72,9462.33,2,0.0
538,91,6168.17,6,0.15
539,27,9697.74,1,0.05
539,49,7543.62,18,0.1
539,64,961.21,14,0.1
539,68,5026.69,6,0.1
539,98,1748.55,10,0.0
540,5,4587.37,17,0.05
540,44,4602.65,17,0.2
540,73,4582.22,13,0.05
540,78,5292.20,4,0.05
540,90,5404.94,13,0.0
541,48,7326.95,17,0.2
541,62,5201.48,14,0.15
541,88,5278.58,16,0.0
542,23,5967.66,2,0.1
542,26,4574.84,9,0.0
542,34,2960.55,12,0.1
542,44,4416.75,7,0.0
542,49,7360.33,10,0.2
543,27,9432.99,13,0.15
543,45,5269.26,18,0.2
543,64,980.86,16,0.0
543,88,5381.33,11,0.05
543,93,6370.48,9,0.2
544,38,9253.25,3,0.05
544,43,2691.13,15,0.0
544,88,5592.88,12,0.1
544,91,6715.66,19,0.05
545,59,7128.50,12,0.15
546,39,641.15,3,0.0
546,43,2806.20,5,0.15
546,89,4016.98,1,0.15
547,35,5191.53,13,0.1
547,73,4355.40,18,0.05
547,81,2042.90,18,0.0
547,90,5293.86,13,0.2
548,4,3550.17,5,0.05
548,24,7681.14,4,0.05
548,32,8353.07,13,0.05
548,83,9459.47,2,0.1
548,91,6194.00,3,0.05
549,17,1020.47,14,0.1
549,69,1989.76,12,0.0
550,47,8303.90,2,0.0
550,48,7811.91,9,0.1
551,7,6690.33,9,0.1
551,89,4133.10,17,0.1
552,38,9866.27,13,0.05
552,46,6247.86,13,0.15
552,68,5410.37,5,0.0
552,90,5148.17,15,0.2
552,94,9598.90,11,0.15
553,23,5811.47,2,0.05
553,59,6824.63,13,0.1
553,72,10024.56,15,0.05
554,29,539.20,18,0.0
554,66,1925.52,2,0.1
554,74,1790.06,7,0.15
554,77,218.56,20,0.1
554,89,4334.67,12,0.1
555,81,2099.46,3,0.1
556,55,383.37,8,0.15
556,70,3652.20,13,0.0
557,18,5908.05,15,0.1
558,85,9987.31,13,0.0
559,66,1967.91,2,0.0
559,80,8141.21,3,0.0
560,11,1721.72,1,0.15
560,56,8395.13,1,0.15
561,29,533.37,9,0.1
561,64,905.37,9,0.1
561,78,4950.29,20,0.15
562,11,1694.69,5,0.1
563,49,7227.24,1,0.15
563,96,1183.50,3,0.15
564,48,7803.32,2,0.0
564,54,5020.79,10,0.15
564,72,9709.36,7,0.15
564,86,5294.12,13,0.15
564,93,6536.56,1,0.1
565,30,7938.95,17,0.2
565,37,2989.26,1,0.15
565,42,9990.30,7,0.05
565,46,6372.47,9,0.2
566,45,5394.13,17,0.0
567,24,7905.48,12,0.2
567,39,639.20,2,0.1
567,65,4363.28,9,0.15
568,1,5472.78,14,0.15
568,5,4263.93,18,0.0
568,74,1716.18,10,0.15
569,3,3575.70,18,0.2
569,9,9100.89,12,0.2
569,13,8971.22,1,0.1
569,54,5134.55,8,0.05
570,4,3699.28,7,0.05
570,26,4617.41,6,0.2
571,100,422.52,8,0.1
572,3,3486.35,4,0.1
572,14,2192.99,14,0.0
572,21,6644.46,4,0.1
572,42,9547.38,5,0.05
572,67,5113.49,9,0.1
573,13,9091.38,1,0.1
573,60,4674.69,15,0.05
573,61,8691.78,13,0.15
573,82,4933.73,6,0.2
573,96,1276.23,14,0.2
574,12,1812.37,14,0.1
574,53,7123.47,7,0.0
574,72,9971.39,2,0.1
575,34,2959.26,4,0.1
575,82,4630.47,12,0.1
576,1,5601.24,12,0.05
576,34,2850.54,3,0.15
576,36,271.51,8,0.05
576,91,6403.31,4,0.05
577,6,257.99,15,0.05
577,29,540.72,6,0.0
577,72,9458.23,18,0.2
577,84,4550.78,9,0.1
578,92,1289.49,14,0.0
579,57,713.66,1,0.1
579,59,7065.00,5,0.05
579,68,5246.52,12,0.2
580,4,3507.44,15,0.2
580,37,2965.88,1,0.05
581,7,6668.45,16,0.2
581,14,2220.82,1,0.05
581,39,636.79,13,0.2
581,53,7051.03,7,0.2
582,84,4549.15,1,0.15
583,28,583.76,20,0.05
583,61,9116.00,14,0.1
583,97,1627.30,14,0.15
584,86,5354.17,13,0.2
585,33,233.41,18,0.15
585,69,1921.04,14,0.15
585,75,3968.01,19,0.2
585,81,2136.59,20,0.1
585,89,4156.30,19,0.05
586,39,642.63,20,0.15
586,68,5264.68,15,0.15
587,36,263.23,8,0.1
587,72,9936.44,9,0.1
588,1,5558.88,5,0.15
588,45,5307.77,14,0.05
588,71,8066.45,4,0.1
589,36,263.03,18,0.05
589,57,727.40,10,0.0
589,59,6898.24,9,0.0
589,84,4533.58,2,0.2
590,30,8524.82,11,0.1
590,34,2981.18,7,0.2
591,88,5283.57,3,0.1
591,90,5393.41,2,0.2
592,29,520.53,19,0.05
592,49,7524.97,10,0.15
593,13,8912.59,16,0.1
593,40,4001.50,16,0.15
593,77,204.83,18,0.1
594,69,1891.11,16,0.2
594,89,4193.36,10,0.1
595,24,7331.35,10,0.1
596,3,3537.71,5,0.2
596,5,4329.36,13,0.05
596,26,4734.97,13,0.05
596,36,275.35,2,0.15
596,90,5387.27,7,0.1
597,29,538.06,7,0.05
597,43,2914.45,12,0.0
598,6,260.23,19,0.1
598,30,8235.71,7,0.1
598,71,8254.17,6,0.2
599,35,5273.14,10,0.1
599,79,9031.62,4,0.1
599,92,1307.18,10,0.05
600,23,6044.06,20,0.1
600,27,9669.99,7,0.1
600,59,7083.22,17,0.0
600,91,6172.95,13,0.0
600,98,1642.02,10,0.15
601,32,8636.78,3,0.0
601,76,9134.63,18,0.1
601,87,4134.15,13,0.15
601,88,5337.59,13,0.2
602,41,3961.16,7,0.05
602,81,1979.86,10,0.15
603,11,1634.40,1,0.05
603,24,7896.38,1,0.15
603,40,3949.81,18,0.1
604,91,6494.53,8,0.15
604,100,419.77,2,0.2
605,17,1048.11,15,0.1
606,24,7683.18,10,0.2
606,29,516.52,12,0.15
606,30,8307.18,20,0.15
606,75,3873.54,9,0.15
607,28,593.08,11,0.2
607,44,4331.18,19,0.2
607,96,1210.62,18,0.1
608,5,4382.26,6,0.15
608,44,4364.53,12,0.1
609,29,495.42,2,0.15
609,34,2937.64,4,0.0
609,51,1751.02,7,0.2
609,88,5387.36,9,0.2
610,26,4645.39,19,0.1
610,77,203.71,4,0.0
610,82,4638.32,9,0.1
611,65,4292.74,20,0.1
612,1,5470.82,3,0.0
612,5,4342.95,3,0.1
612,42,9813.64,16,0.05
613,1,5937.33,17,0.1
613,7,6996.79,8,0.2
613,21,6919.27,3,0.1
613,37,3062.11,14,0.05
613,67,4945.55,5,0.15
614,8,3276.38,19,0.1
614,70,3698.14,6,0.0
614,72,10351.18,15,0.15
614,77,210.98,2,0.05
614,85,9575.83,16,0.0
615,13,9023.78,17,0.1
615,30,8171.15,20,0.15
615,33,232.37,7,0.15
615,40,3804.22,2,0.0
616,18,5923.43,4,0.1
616,88,5676.80,13,0.15
617,3,3497.24,20,0.15
617,59,6664.90,9,0.1
617,85,9591.94,18,0.05
617,98,1739.83,16,0.2
617,100,422.26,19,0.15
618,4,3604.72,10,0.0
618,23,6274.77,11,0.05
618,82,4551.56,5,0.2
618,88,5782.73,18,0.1
618,99,983.19,17,0.05
619,34,2847.76,12,0.05
620,6,249.75,10,0.15
620,27,9749.37,9,0.2
620,74,1750.77,14,0.15
621,4,3549.56,20,0.2
621,15,2727.59,4,0.2
621,82,4615.34,20,0.05
621,92,1211.76,19,0.2
622,23,6133.36,10,0.1
622,36,277.12,7,0.0
623,57,689.45,5,0.1
623,62,5148.41,9,0.15
623,94,9797.07,6,0.2
624,77,207.62,2,0.05
625,45,5527.03,15,0.0
625,69,2043.35,9,0.0
625,94,9060.45,5,0.2
626,28,638.27,7,0.15
626,51,1841.47,18,0.15
626,56,8057.78,2,0.0
626,72,10238.84,20,0.15
626,76,9372.78,19,0.0
627,13,9164.83,10,0.2
627,43,2703.72,8,0.05
627,65,4441.70,19,0.15
627,91,6158.98,10,0.0
628,17,1016.91,2,0.2
628,37,3052.57,12,0.1
628,76,9306.33,14,0.15
