:START_ID(Review),:END_ID(Product),:TYPE
1337,73,ABOUT
43,94,ABOUT
532,3,ABOUT
1169,86,ABOUT
3015,71,ABOUT
3388,10,ABOUT
3553,25,ABOUT
3651,2,ABOUT
3718,12,ABOUT
3920,15,ABOUT
2030,5,ABOUT
2088,12,ABOUT
2471,60,ABOUT
586,57,ABOUT
775,90,ABOUT
4148,100,ABOUT
3237,93,ABOUT
3661,19,ABOUT
3854,17,ABOUT
3927,51,ABOUT
4123,77,ABOUT
4393,17,ABOUT
1922,5,ABOUT
2005,23,ABOUT
1895,75,ABOUT
3215,98,ABOUT
3497,46,ABOUT
3857,100,ABOUT
4304,92,ABOUT
4391,21,ABOUT
4767,89,ABOUT
4816,17,ABOUT
150,20,ABOUT
657,4,ABOUT
745,2,ABOUT
813,21,ABOUT
1432,9,ABOUT
136,22,ABOUT
1124,1,ABOUT
3146,48,ABOUT
3624,31,ABOUT
4221,95,ABOUT
4275,51,ABOUT
2620,74,ABOUT
1947,25,ABOUT
2604,4,ABOUT
2674,59,ABOUT
3360,20,ABOUT
4211,69,ABOUT
348,57,ABOUT
811,40,ABOUT
949,99,ABOUT
978,1,ABOUT
4706,7,ABOUT
3486,11,ABOUT
3979,39,ABOUT
2516,3,ABOUT
2432,31,ABOUT
2482,29,ABOUT
252,25,ABOUT
355,53,ABOUT
364,80,ABOUT
1463,98,ABOUT
3151,70,ABOUT
3386,3,ABOUT
3929,38,ABOUT
1615,47,ABOUT
2041,33,ABOUT
2592,78,ABOUT
2765,19,ABOUT
1013,40,ABOUT
4522,49,ABOUT
4695,91,ABOUT
3028,5,ABOUT
3344,14,ABOUT
2986,45,ABOUT
3068,59,ABOUT
3793,7,ABOUT
4429,29,ABOUT
883,16,ABOUT
1380,81,ABOUT
1611,72,ABOUT
2353,16,ABOUT
2390,29,ABOUT
1669,77,ABOUT
1759,74,ABOUT
2767,93,ABOUT
704,41,ABOUT
998,93,ABOUT
1197,87,ABOUT
3172,95,ABOUT
3503,60,ABOUT
3692,42,ABOUT
320,53,ABOUT
1162,47,ABOUT
1883,76,ABOUT
1955,51,ABOUT
2776,98,ABOUT
4533,60,ABOUT
4831,69,ABOUT
4902,80,ABOUT
1091,33,ABOUT
2984,44,ABOUT
4177,96,ABOUT
2521,87,ABOUT
1670,100,ABOUT
361,88,ABOUT
1416,81,ABOUT
2120,25,ABOUT
3444,74,ABOUT
3463,99,ABOUT
3646,10,ABOUT
3648,1,ABOUT
127,23,ABOUT
566,15,ABOUT
638,36,ABOUT
4547,69,ABOUT
2546,30,ABOUT
2599,82,ABOUT
2657,53,ABOUT
1911,61,ABOUT
2629,27,ABOUT
2937,98,ABOUT
3302,27,ABOUT
3568,22,ABOUT
3589,32,ABOUT
3754,7,ABOUT
4671,21,ABOUT
4471,74,ABOUT
4862,68,ABOUT
1768,17,ABOUT
2395,15,ABOUT
2715,80,ABOUT
241,92,ABOUT
4103,89,ABOUT
3737,5,ABOUT
1690,6,ABOUT
2669,55,ABOUT
641,44,ABOUT
1247,84,ABOUT
963,23,ABOUT
3409,82,ABOUT
3877,95,ABOUT
3902,53,ABOUT
4025,49,ABOUT
4320,62,ABOUT
1683,10,ABOUT
1756,53,ABOUT
1808,25,ABOUT
2148,81,ABOUT
2758,55,ABOUT
727,3,ABOUT
1075,86,ABOUT
1094,95,ABOUT
4711,78,ABOUT
573,97,ABOUT
1057,74,ABOUT
2089,76,ABOUT
2892,83,ABOUT
2973,44,ABOUT
3002,77,ABOUT
3610,15,ABOUT
3714,33,ABOUT
3726,13,ABOUT
4417,84,ABOUT
4454,44,ABOUT
3020,100,ABOUT
4441,43,ABOUT
200,76,ABOUT
413,80,ABOUT
809,19,ABOUT
212,50,ABOUT
1214,68,ABOUT
1224,15,ABOUT
1272,57,ABOUT
4690,94,ABOUT
4768,99,ABOUT
1733,99,ABOUT
1800,10,ABOUT
2113,85,ABOUT
2495,68,ABOUT
2830,99,ABOUT
1979,67,ABOUT
2086,60,ABOUT
2238,62,ABOUT
2382,16,ABOUT
2425,59,ABOUT
2732,11,ABOUT
254,84,ABOUT
1085,22,ABOUT
3332,62,ABOUT
3759,80,ABOUT
4389,24,ABOUT
4460,76,ABOUT
4993,53,ABOUT
1377,35,ABOUT
1913,99,ABOUT
2862,85,ABOUT
3154,31,ABOUT
3739,61,ABOUT
3747,89,ABOUT
3162,80,ABOUT
3252,97,ABOUT
3600,30,ABOUT
4296,38,ABOUT
163,95,ABOUT
337,21,ABOUT
370,86,ABOUT
1209,80,ABOUT
4587,88,ABOUT
1881,97,ABOUT
2573,99,ABOUT
1878,44,ABOUT
287,25,ABOUT
1017,48,ABOUT
1122,8,ABOUT
1511,60,ABOUT
2047,11,ABOUT
2692,76,ABOUT
4079,69,ABOUT
4725,96,ABOUT
4952,60,ABOUT
1627,45,ABOUT
1958,47,ABOUT
2288,61,ABOUT
782,41,ABOUT
1039,93,ABOUT
1355,33,ABOUT
3511,67,ABOUT
3639,12,ABOUT
3948,18,ABOUT
1712,6,ABOUT
2371,48,ABOUT
2580,45,ABOUT
2868,68,ABOUT
276,59,ABOUT
425,100,ABOUT
659,66,ABOUT
751,28,ABOUT
1028,66,ABOUT
3515,82,ABOUT
3745,71,ABOUT
3763,94,ABOUT
55,40,ABOUT
111,98,ABOUT
778,38,ABOUT
1114,63,ABOUT
4589,48,ABOUT
4616,9,ABOUT
1692,38,ABOUT
2260,77,ABOUT
2951,43,ABOUT
139,46,ABOUT
1375,94,ABOUT
3928,1,ABOUT
4179,26,ABOUT
4802,26,ABOUT
473,67,ABOUT
1366,14,ABOUT
2065,85,ABOUT
2102,60,ABOUT
3813,24,ABOUT
3997,66,ABOUT
4040,34,ABOUT
4100,69,ABOUT
3645,2,ABOUT
86,99,ABOUT
1720,28,ABOUT
2157,31,ABOUT
2897,70,ABOUT
2084,1,ABOUT
2325,40,ABOUT
2385,45,ABOUT
2942,54,ABOUT
3550,26,ABOUT
3707,10,ABOUT
4332,3,ABOUT
210,63,ABOUT
1200,35,ABOUT
286,74,ABOUT
2203,25,ABOUT
2423,6,ABOUT
2802,71,ABOUT
2993,37,ABOUT
1142,52,ABOUT
1991,58,ABOUT
2383,43,ABOUT
2970,96,ABOUT
2690,83,ABOUT
3434,86,ABOUT
3505,57,ABOUT
4157,67,ABOUT
4510,65,ABOUT
487,16,ABOUT
193,35,ABOUT
3479,57,ABOUT
4192,89,ABOUT
4217,4,ABOUT
4342,95,ABOUT
4420,23,ABOUT
2115,88,ABOUT
1905,34,ABOUT
3348,54,ABOUT
4399,55,ABOUT
3460,81,ABOUT
4119,16,ABOUT
2209,1,ABOUT
4503,17,ABOUT
3210,25,ABOUT
3795,94,ABOUT
3809,57,ABOUT
4363,52,ABOUT
540,70,ABOUT
1584,51,ABOUT
2472,54,ABOUT
2955,78,ABOUT
1666,37,ABOUT
1854,34,ABOUT
2965,82,ABOUT
3527,65,ABOUT
3780,32,ABOUT
4648,60,ABOUT
4937,48,ABOUT
121,13,ABOUT
1152,79,ABOUT
30,19,ABOUT
547,16,ABOUT
938,55,ABOUT
1424,53,ABOUT
3005,46,ABOUT
3039,56,ABOUT
1530,5,ABOUT
2349,23,ABOUT
4532,24,ABOUT
4467,45,ABOUT
4584,38,ABOUT
3052,28,ABOUT
3372,62,ABOUT
3907,36,ABOUT
4409,28,ABOUT
4366,28,ABOUT
602,78,ABOUT
1565,100,ABOUT
1826,98,ABOUT
3457,88,ABOUT
3805,67,ABOUT
4044,45,ABOUT
4721,84,ABOUT
4892,38,ABOUT
46,77,ABOUT
199,56,ABOUT
515,79,ABOUT
3207,56,ABOUT
3426,40,ABOUT
3459,100,ABOUT
4035,7,ABOUT
2322,54,ABOUT
2945,34,ABOUT
1545,50,ABOUT
2195,30,ABOUT
3430,63,ABOUT
3693,30,ABOUT
992,85,ABOUT
4564,98,ABOUT
4765,61,ABOUT
4880,23,ABOUT
4233,79,ABOUT
1643,67,ABOUT
2223,82,ABOUT
2791,58,ABOUT
2903,16,ABOUT
2911,19,ABOUT
642,35,ABOUT
1353,55,ABOUT
1358,22,ABOUT
3286,43,ABOUT
3611,23,ABOUT
3798,65,ABOUT
3856,39,ABOUT
4150,69,ABOUT
4639,95,ABOUT
1952,59,ABOUT
2168,48,ABOUT
2406,27,ABOUT
1869,14,ABOUT
1964,77,ABOUT
1972,23,ABOUT
2725,26,ABOUT
2981,7,ABOUT
3377,42,ABOUT
3588,61,ABOUT
550,96,ABOUT
1374,11,ABOUT
4495,79,ABOUT
4601,8,ABOUT
3239,29,ABOUT
3866,79,ABOUT
2185,39,ABOUT
2340,41,ABOUT
2384,96,ABOUT
2442,21,ABOUT
1870,43,ABOUT
3982,69,ABOUT
4356,55,ABOUT
222,97,ABOUT
1123,10,ABOUT
1308,17,ABOUT
247,64,ABOUT
2556,1,ABOUT
4729,71,ABOUT
3208,27,ABOUT
3491,30,ABOUT
4283,29,ABOUT
4376,13,ABOUT
2004,17,ABOUT
1476,95,ABOUT
553,72,ABOUT
1066,24,ABOUT
1405,20,ABOUT
2512,88,ABOUT
3115,13,ABOUT
3392,13,ABOUT
3412,4,ABOUT
3705,37,ABOUT
4129,57,ABOUT
1625,76,ABOUT
1783,80,ABOUT
1851,92,ABOUT
1884,75,ABOUT
1900,14,ABOUT
2723,74,ABOUT
820,11,ABOUT
859,27,ABOUT
898,48,ABOUT
923,4,ABOUT
1133,84,ABOUT
1150,75,ABOUT
4573,72,ABOUT
4965,51,ABOUT
1824,38,ABOUT
399,60,ABOUT
966,90,ABOUT
4738,48,ABOUT
3338,54,ABOUT
3822,46,ABOUT
2036,79,ABOUT
2617,13,ABOUT
2699,63,ABOUT
838,68,ABOUT
1061,60,ABOUT
3014,93,ABOUT
3155,44,ABOUT
3958,59,ABOUT
4395,21,ABOUT
3178,90,ABOUT
3212,48,ABOUT
4679,21,ABOUT
590,65,ABOUT
1465,90,ABOUT
680,20,ABOUT
1164,16,ABOUT
1462,89,ABOUT
1480,62,ABOUT
3876,52,ABOUT
1798,82,ABOUT
2039,8,ABOUT
2363,85,ABOUT
4881,34,ABOUT
3731,67,ABOUT
3967,24,ABOUT
518,79,ABOUT
1084,16,ABOUT
1157,60,ABOUT
1198,97,ABOUT
1622,88,ABOUT
1973,94,ABOUT
2601,97,ABOUT
3910,47,ABOUT
876,15,ABOUT
1012,2,ABOUT
1515,21,ABOUT
2302,1,ABOUT
2804,53,ABOUT
4487,99,ABOUT
3700,9,ABOUT
3538,12,ABOUT
3872,34,ABOUT
4082,46,ABOUT
1818,83,ABOUT
724,100,ABOUT
1398,38,ABOUT
4662,27,ABOUT
1802,18,ABOUT
2165,29,ABOUT
2774,37,ABOUT
2933,74,ABOUT
3637,80,ABOUT
479,37,ABOUT
677,84,ABOUT
1140,6,ABOUT
2864,48,ABOUT
3314,19,ABOUT
2994,3,ABOUT
3607,9,ABOUT
213,99,ABOUT
684,69,ABOUT
1220,83,ABOUT
1659,37,ABOUT
2000,63,ABOUT
2087,20,ABOUT
2848,67,ABOUT
2947,81,ABOUT
1978,61,ABOUT
3840,93,ABOUT
4033,72,ABOUT
4450,59,ABOUT
4504,24,ABOUT
4944,26,ABOUT
159,68,ABOUT
587,51,ABOUT
1032,31,ABOUT
452,62,ABOUT
1147,54,ABOUT
1296,70,ABOUT
1362,13,ABOUT
3197,92,ABOUT
3660,82,ABOUT
1871,49,ABOUT
3299,93,ABOUT
4340,44,ABOUT
1868,40,ABOUT
38,42,ABOUT
197,92,ABOUT
195,23,ABOUT
1516,21,ABOUT
2170,53,ABOUT
2517,6,ABOUT
3122,69,ABOUT
3702,19,ABOUT
4088,15,ABOUT
1697,72,ABOUT
1983,70,ABOUT
2405,21,ABOUT
2788,85,ABOUT
2003,12,ABOUT
3490,94,ABOUT
3564,83,ABOUT
66,97,ABOUT
780,16,ABOUT
1052,59,ABOUT
1202,33,ABOUT
4525,70,ABOUT
4888,24,ABOUT
1676,13,ABOUT
2893,85,ABOUT
621,62,ABOUT
878,75,ABOUT
1204,89,ABOUT
324,24,ABOUT
331,86,ABOUT
1267,65,ABOUT
4550,87,ABOUT
4826,11,ABOUT
3276,8,ABOUT
1589,91,ABOUT
2689,87,ABOUT
2962,90,ABOUT
1937,80,ABOUT
2648,31,ABOUT
4526,3,ABOUT
4558,17,ABOUT
1246,59,ABOUT
1318,96,ABOUT
3382,16,ABOUT
3858,33,ABOUT
3393,46,ABOUT
4604,24,ABOUT
4615,15,ABOUT
1725,92,ABOUT
1744,3,ABOUT
2061,68,ABOUT
2479,32,ABOUT
3626,51,ABOUT
4024,84,ABOUT
4411,76,ABOUT
2142,92,ABOUT
561,30,ABOUT
910,89,ABOUT
79,65,ABOUT
382,8,ABOUT
2034,63,ABOUT
2130,77,ABOUT
3455,98,ABOUT
59,31,ABOUT
395,93,ABOUT
1680,84,ABOUT
1769,7,ABOUT
4520,60,ABOUT
4371,4,ABOUT
3017,19,ABOUT
3389,63,ABOUT
3536,66,ABOUT
4209,68,ABOUT
1574,83,ABOUT
2880,69,ABOUT
1089,49,ABOUT
1153,34,ABOUT
1331,63,ABOUT
291,75,ABOUT
567,24,ABOUT
3725,26,ABOUT
4042,71,ABOUT
4372,80,ABOUT
4456,69,ABOUT
3535,41,ABOUT
3658,8,ABOUT
539,98,ABOUT
605,12,ABOUT
723,54,ABOUT
1277,33,ABOUT
1689,25,ABOUT
4747,87,ABOUT
4499,12,ABOUT
4561,36,ABOUT
4906,53,ABOUT
692,17,ABOUT
1179,91,ABOUT
3882,72,ABOUT
1537,42,ABOUT
2119,84,ABOUT
2852,86,ABOUT
1541,41,ABOUT
1599,97,ABOUT
1617,90,ABOUT
2877,20,ABOUT
443,82,ABOUT
1281,77,ABOUT
3196,15,ABOUT
3985,10,ABOUT
4019,53,ABOUT
3175,92,ABOUT
3179,77,ABOUT
1866,100,ABOUT
2616,89,ABOUT
4542,42,ABOUT
326,95,ABOUT
531,48,ABOUT
1165,45,ABOUT
1117,46,ABOUT
1909,12,ABOUT
2655,50,ABOUT
2787,77,ABOUT
2906,16,ABOUT
3044,61,ABOUT
3091,54,ABOUT
3504,80,ABOUT
2492,52,ABOUT
2940,7,ABOUT
558,33,ABOUT
940,40,ABOUT
4492,63,ABOUT
1732,68,ABOUT
1832,90,ABOUT
2800,8,ABOUT
3539,49,ABOUT
670,75,ABOUT
734,25,ABOUT
1264,44,ABOUT
1352,66,ABOUT
935,92,ABOUT
2920,65,ABOUT
2957,50,ABOUT
3163,62,ABOUT
3696,44,ABOUT
4225,42,ABOUT
4423,83,ABOUT
3796,12,ABOUT
240,37,ABOUT
1042,96,ABOUT
1927,99,ABOUT
1990,79,ABOUT
2543,42,ABOUT
3339,2,ABOUT
4557,1,ABOUT
4620,59,ABOUT
4644,11,ABOUT
810,75,ABOUT
1031,53,ABOUT
1321,10,ABOUT
3085,17,ABOUT
3277,48,ABOUT
3635,74,ABOUT
3936,5,ABOUT
2972,85,ABOUT
4554,62,ABOUT
4588,91,ABOUT
4691,100,ABOUT
3141,38,ABOUT
3397,22,ABOUT
4270,43,ABOUT
204,66,ABOUT
346,61,ABOUT
750,2,ABOUT
840,8,ABOUT
1255,44,ABOUT
1672,79,ABOUT
2024,90,ABOUT
2321,21,ABOUT
2735,30,ABOUT
3193,77,ABOUT
3462,70,ABOUT
3483,5,ABOUT
4120,96,ABOUT
4567,15,ABOUT
220,24,ABOUT
430,43,ABOUT
3544,63,ABOUT
3627,19,ABOUT
3751,41,ABOUT
3878,77,ABOUT
1915,65,ABOUT
2326,54,ABOUT
2045,27,ABOUT
2377,42,ABOUT
2713,80,ABOUT
3599,49,ABOUT
3752,86,ABOUT
4237,22,ABOUT
822,55,ABOUT
1119,8,ABOUT
4781,15,ABOUT
4819,37,ABOUT
3471,66,ABOUT
4253,75,ABOUT
1703,1,ABOUT
2023,35,ABOUT
912,9,ABOUT
484,29,ABOUT
941,100,ABOUT
1233,71,ABOUT
3059,80,ABOUT
3914,97,ABOUT
4143,16,ABOUT
4245,81,ABOUT
1591,72,ABOUT
1882,82,ABOUT
173,27,ABOUT
4556,28,ABOUT
3049,66,ABOUT
3080,98,ABOUT
1297,1,ABOUT
1535,37,ABOUT
2949,9,ABOUT
1779,82,ABOUT
2006,60,ABOUT
2227,45,ABOUT
1497,72,ABOUT
3077,63,ABOUT
3715,52,ABOUT
3969,31,ABOUT
4074,14,ABOUT
4580,18,ABOUT
741,21,ABOUT
1076,27,ABOUT
1822,16,ABOUT
2107,34,ABOUT
3111,71,ABOUT
3554,99,ABOUT
3653,2,ABOUT
3823,19,ABOUT
3370,52,ABOUT
279,16,ABOUT
485,86,ABOUT
972,78,ABOUT
4824,44,ABOUT
1713,82,ABOUT
1749,98,ABOUT
1828,9,ABOUT
2214,88,ABOUT
2201,71,ABOUT
2202,38,ABOUT
2249,54,ABOUT
2953,19,ABOUT
421,63,ABOUT
2980,41,ABOUT
3192,86,ABOUT
4271,47,ABOUT
4397,97,ABOUT
3896,98,ABOUT
3968,76,ABOUT
4051,74,ABOUT
4078,91,ABOUT
4279,55,ABOUT
417,8,ABOUT
825,40,ABOUT
1614,54,ABOUT
1807,54,ABOUT
2007,8,ABOUT
2913,41,ABOUT
2916,7,ABOUT
4578,67,ABOUT
4915,15,ABOUT
797,40,ABOUT
835,12,ABOUT
1329,33,ABOUT
4384,14,ABOUT
1621,54,ABOUT
1753,29,ABOUT
2217,21,ABOUT
2307,19,ABOUT
2564,32,ABOUT
2759,77,ABOUT
2763,11,ABOUT
151,64,ABOUT
1371,74,ABOUT
4674,22,ABOUT
3323,36,ABOUT
3422,43,ABOUT
4220,17,ABOUT
39,93,ABOUT
1495,73,ABOUT
2160,69,ABOUT
374,7,ABOUT
1035,32,ABOUT
1379,89,ABOUT
3170,88,ABOUT
3697,18,ABOUT
3965,40,ABOUT
4727,13,ABOUT
4528,60,ABOUT
4820,83,ABOUT
6,86,ABOUT
278,31,ABOUT
892,77,ABOUT
1678,85,ABOUT
3404,4,ABOUT
3474,55,ABOUT
3734,98,ABOUT
3063,31,ABOUT
3203,97,ABOUT
3435,17,ABOUT
3574,14,ABOUT
1347,16,ABOUT
4757,69,ABOUT
4910,28,ABOUT
4922,67,ABOUT
4970,23,ABOUT
1551,60,ABOUT
1920,21,ABOUT
2046,1,ABOUT
2155,7,ABOUT
814,41,ABOUT
1073,98,ABOUT
3313,48,ABOUT
3844,49,ABOUT
4595,57,ABOUT
626,5,ABOUT
852,65,ABOUT
886,88,ABOUT
2989,20,ABOUT
3984,84,ABOUT
4319,78,ABOUT
4707,84,ABOUT
1926,59,ABOUT
2220,2,ABOUT
122,99,ABOUT
1458,48,ABOUT
994,33,ABOUT
4777,49,ABOUT
4918,78,ABOUT
3680,50,ABOUT
4437,57,ABOUT
1542,42,ABOUT
1738,95,ABOUT
1861,67,ABOUT
1931,21,ABOUT
2494,83,ABOUT
2561,8,ABOUT
2728,74,ABOUT
2924,99,ABOUT
2391,39,ABOUT
2859,35,ABOUT
4549,71,ABOUT
4935,4,ABOUT
45,31,ABOUT
758,55,ABOUT
1049,12,ABOUT
3185,97,ABOUT
3482,34,ABOUT
3738,38,ABOUT
3298,28,ABOUT
1529,93,ABOUT
1791,37,ABOUT
2418,29,ABOUT
1748,92,ABOUT
2446,40,ABOUT
3749,59,ABOUT
4239,44,ABOUT
4851,11,ABOUT
1304,30,ABOUT
790,41,ABOUT
1151,70,ABOUT
1225,59,ABOUT
3309,51,ABOUT
3733,90,ABOUT
3741,79,ABOUT
12,62,ABOUT
41,68,ABOUT
88,69,ABOUT
311,23,ABOUT
3496,86,ABOUT
4392,83,ABOUT
2012,39,ABOUT
2257,49,ABOUT
2451,52,ABOUT
2891,98,ABOUT
1603,100,ABOUT
1790,52,ABOUT
2671,5,ABOUT
3940,86,ABOUT
874,53,ABOUT
1175,68,ABOUT
675,80,ABOUT
681,65,ABOUT
1493,79,ABOUT
3849,23,ABOUT
4107,96,ABOUT
4338,92,ABOUT
1775,20,ABOUT
2233,8,ABOUT
2476,63,ABOUT
2834,57,ABOUT
1933,22,ABOUT
2264,59,ABOUT
2831,24,ABOUT
4167,89,ABOUT
4219,47,ABOUT
689,9,ABOUT
1376,94,ABOUT
1468,67,ABOUT
4622,94,ABOUT
4654,93,ABOUT
4908,60,ABOUT
3222,63,ABOUT
3278,10,ABOUT
3525,52,ABOUT
3845,44,ABOUT
1654,17,ABOUT
2059,17,ABOUT
2068,43,ABOUT
2159,69,ABOUT
2532,32,ABOUT
2923,37,ABOUT
498,20,ABOUT
87,37,ABOUT
131,15,ABOUT
1222,39,ABOUT
1239,10,ABOUT
3591,7,ABOUT
3736,99,ABOUT
4110,86,ABOUT
4891,82,ABOUT
1533,5,ABOUT
2314,6,ABOUT
2796,76,ABOUT
1735,88,ABOUT
1921,32,ABOUT
2509,70,ABOUT
2792,11,ABOUT
3722,21,ABOUT
4231,94,ABOUT
579,51,ABOUT
1227,26,ABOUT
1357,53,ABOUT
1373,51,ABOUT
1455,96,ABOUT
4790,24,ABOUT
4962,57,ABOUT
4099,21,ABOUT
4238,94,ABOUT
1742,97,ABOUT
267,19,ABOUT
366,84,ABOUT
403,27,ABOUT
872,30,ABOUT
1442,27,ABOUT
2,88,ABOUT
785,68,ABOUT
1475,76,ABOUT
3003,78,ABOUT
2932,21,ABOUT
1656,50,ABOUT
1859,75,ABOUT
2392,99,ABOUT
2396,63,ABOUT
2491,13,ABOUT
2766,41,ABOUT
23,42,ABOUT
1457,37,ABOUT
3001,31,ABOUT
3931,86,ABOUT
4130,67,ABOUT
2100,23,ABOUT
2137,99,ABOUT
2281,15,ABOUT
140,2,ABOUT
164,63,ABOUT
306,26,ABOUT
919,25,ABOUT
1846,8,ABOUT
2074,4,ABOUT
2651,68,ABOUT
1632,14,ABOUT
2755,73,ABOUT
3771,70,ABOUT
617,34,ABOUT
190,43,ABOUT
1265,53,ABOUT
1556,30,ABOUT
1711,95,ABOUT
4651,35,ABOUT
4666,88,ABOUT
4988,32,ABOUT
3992,100,ABOUT
4250,17,ABOUT
3458,14,ABOUT
2149,73,ABOUT
2784,89,ABOUT
72,17,ABOUT
75,59,ABOUT
274,32,ABOUT
1148,44,ABOUT
217,22,ABOUT
270,77,ABOUT
827,67,ABOUT
2497,36,ABOUT
3923,87,ABOUT
4847,97,ABOUT
4798,64,ABOUT
1663,91,ABOUT
1812,44,ABOUT
2501,47,ABOUT
2584,66,ABOUT
3075,47,ABOUT
3214,92,ABOUT
4189,78,ABOUT
2132,47,ABOUT
2197,29,ABOUT
2489,76,ABOUT
1821,39,ABOUT
1959,84,ABOUT
2179,32,ABOUT
2958,40,ABOUT
4582,47,ABOUT
154,91,ABOUT
334,74,ABOUT
769,98,ABOUT
3534,89,ABOUT
4346,81,ABOUT
1718,36,ABOUT
2066,92,ABOUT
960,20,ABOUT
1024,20,ABOUT
1471,13,ABOUT
289,61,ABOUT
1011,94,ABOUT
3137,44,ABOUT
3266,61,ABOUT
4214,15,ABOUT
3037,43,ABOUT
3545,39,ABOUT
4406,24,ABOUT
126,96,ABOUT
928,12,ABOUT
970,25,ABOUT
2540,43,ABOUT
2697,43,ABOUT
3529,74,ABOUT
4038,81,ABOUT
4427,3,ABOUT
4059,27,ABOUT
1693,17,ABOUT
2361,38,ABOUT
2721,9,ABOUT
4763,42,ABOUT
665,7,ABOUT
739,75,ABOUT
1279,91,ABOUT
465,32,ABOUT
1275,1,ABOUT
1651,85,ABOUT
2840,86,ABOUT
2941,31,ABOUT
3051,4,ABOUT
4266,59,ABOUT
4540,24,ABOUT
4703,2,ABOUT
1830,82,ABOUT
2368,1,ABOUT
2844,6,ABOUT
3547,20,ABOUT
3905,87,ABOUT
1046,14,ABOUT
1065,26,ABOUT
1090,55,ABOUT
1338,29,ABOUT
3019,15,ABOUT
3046,18,ABOUT
3374,84,ABOUT
3453,89,ABOUT
3829,26,ABOUT
4009,38,ABOUT
4310,56,ABOUT
2369,80,ABOUT
2436,87,ABOUT
2465,43,ABOUT
1688,19,ABOUT
2017,9,ABOUT
2111,1,ABOUT
2415,56,ABOUT
2457,48,ABOUT
2808,47,ABOUT
389,100,ABOUT
3631,97,ABOUT
4303,47,ABOUT
4306,79,ABOUT
3662,79,ABOUT
4337,74,ABOUT
1696,79,ABOUT
2505,68,ABOUT
4610,9,ABOUT
11,43,ABOUT
897,20,ABOUT
1221,89,ABOUT
614,16,ABOUT
1289,32,ABOUT
2013,28,ABOUT
2278,94,ABOUT
2393,42,ABOUT
3703,31,ABOUT
3911,60,ABOUT
4206,71,ABOUT
1653,89,ABOUT
1974,41,ABOUT
2622,22,ABOUT
474,70,ABOUT
1429,72,ABOUT
4484,83,ABOUT
4898,12,ABOUT
4657,9,ABOUT
4684,56,ABOUT
4877,8,ABOUT
3268,14,ABOUT
3279,91,ABOUT
4043,42,ABOUT
867,96,ABOUT
1079,71,ABOUT
1144,49,ABOUT
4974,33,ABOUT
1646,38,ABOUT
2752,38,ABOUT
2991,28,ABOUT
3710,94,ABOUT
3868,96,ABOUT
3110,42,ABOUT
3160,20,ABOUT
3311,30,ABOUT
3347,52,ABOUT
4531,35,ABOUT
4756,38,ABOUT
91,59,ABOUT
1904,64,ABOUT
2908,90,ABOUT
1561,47,ABOUT
2625,48,ABOUT
4060,30,ABOUT
4125,12,ABOUT
4333,27,ABOUT
4354,4,ABOUT
3480,76,ABOUT
1546,7,ABOUT
1547,25,ABOUT
2342,24,ABOUT
4637,61,ABOUT
719,69,ABOUT
1219,68,ABOUT
3632,61,ABOUT
3818,8,ABOUT
4200,3,ABOUT
4308,85,ABOUT
4388,7,ABOUT
506,31,ABOUT
950,31,ABOUT
3454,44,ABOUT
4005,11,ABOUT
2150,27,ABOUT
4465,38,ABOUT
4613,8,ABOUT
4650,97,ABOUT
4668,39,ABOUT
4794,44,ABOUT
4938,34,ABOUT
2982,42,ABOUT
3061,68,ABOUT
3688,90,ABOUT
461,44,ABOUT
676,74,ABOUT
2414,52,ABOUT
2131,80,ABOUT
2350,27,ABOUT
3546,27,ABOUT
2995,35,ABOUT
3165,40,ABOUT
3622,54,ABOUT
4124,87,ABOUT
2244,98,ABOUT
2358,78,ABOUT
2814,39,ABOUT
4683,62,ABOUT
63,94,ABOUT
525,73,ABOUT
347,68,ABOUT
597,4,ABOUT
2252,2,ABOUT
3101,43,ABOUT
3157,69,ABOUT
3708,85,ABOUT
4660,91,ABOUT
4731,68,ABOUT
2035,63,ABOUT
2169,13,ABOUT
2458,92,ABOUT
598,9,ABOUT
3363,59,ABOUT
4175,74,ABOUT
4446,59,ABOUT
3451,95,ABOUT
3473,69,ABOUT
3873,3,ABOUT
4180,85,ABOUT
1538,98,ABOUT
2401,48,ABOUT
2548,93,ABOUT
89,50,ABOUT
609,55,ABOUT
1508,82,ABOUT
3371,37,ABOUT
3379,63,ABOUT
3606,35,ABOUT
2110,61,ABOUT
2525,95,ABOUT
2867,10,ABOUT
1737,40,ABOUT
1968,43,ABOUT
2261,92,ABOUT
2928,10,ABOUT
4771,33,ABOUT
3375,41,ABOUT
3865,18,ABOUT
3883,65,ABOUT
4023,54,ABOUT
1585,80,ABOUT
1368,17,ABOUT
1447,54,ABOUT
4806,69,ABOUT
4867,40,ABOUT
2600,43,ABOUT
3608,60,ABOUT
375,76,ABOUT
470,9,ABOUT
660,62,ABOUT
999,60,ABOUT
667,95,ABOUT
2331,95,ABOUT
2935,12,ABOUT
4513,9,ABOUT
3233,77,ABOUT
3618,81,ABOUT
4348,84,ABOUT
3951,53,ABOUT
2109,20,ABOUT
2738,16,ABOUT
984,96,ABOUT
996,98,ABOUT
1176,73,ABOUT
2166,49,ABOUT
2922,59,ABOUT
4093,58,ABOUT
3300,61,ABOUT
3884,45,ABOUT
