:START_ID(Order),:END_ID(Shipper),:TYPE
930,5,SHIPPED_VIA
931,10,SHIPPED_VIA
932,8,SHIPPED_VIA
933,10,SHIPPED_VIA
934,1,SHIPPED_VIA
935,9,SHIPPED_VIA
936,5,SHIPPED_VIA
937,4,SHIPPED_VIA
938,1,SHIPPED_VIA
939,7,SHIPPED_VIA
940,9,SHIPPED_VIA
941,8,SHIPPED_VIA
942,5,SHIPPED_VIA
943,8,SHIPPED_VIA
944,1,SHIPPED_VIA
945,6,SHIPPED_VIA
946,10,SHIPPED_VIA
947,8,SHIPPED_VIA
948,1,SHIPPED_VIA
949,4,SHIPPED_VIA
950,8,SHIPPED_VIA
951,5,SHIPPED_VIA
952,6,SHIPPED_VIA
953,8,SHIPPED_VIA
954,5,SHIPPED_VIA
955,7,SHIPPED_VIA
956,6,SHIPPED_VIA
957,2,SHIPPED_VIA
958,3,SHIPPED_VIA
959,4,SHIPPED_VIA
960,8,SHIPPED_VIA
961,9,SHIPPED_VIA
962,9,SHIPPED_VIA
963,3,SHIPPED_VIA
964,4,SHIPPED_VIA
965,6,SHIPPED_VIA
966,1,SHIPPED_VIA
967,6,SHIPPED_VIA
968,6,SHIPPED_VIA
969,4,SHIPPED_VIA
970,9,SHIPPED_VIA
971,10,SHIPPED_VIA
972,10,SHIPPED_VIA
973,3,SHIPPED_VIA
974,7,SHIPPED_VIA
975,7,SHIPPED_VIA
976,3,SHIPPED_VIA
977,7,SHIPPED_VIA
978,9,SHIPPED_VIA
979,2,SHIPPED_VIA
980,10,SHIPPED_VIA
981,4,SHIPPED_VIA
982,4,SHIPPED_VIA
983,3,SHIPPED_VIA
984,1,SHIPPED_VIA
985,8,SHIPPED_VIA
986,10,SHIPPED_VIA
987,8,SHIPPED_VIA
988,9,SHIPPED_VIA
989,8,SHIPPED_VIA
990,3,SHIPPED_VIA
991,8,SHIPPED_VIA
992,6,SHIPPED_VIA
993,4,SHIPPED_VIA
994,1,SHIPPED_VIA
995,5,SHIPPED_VIA
996,6,SHIPPED_VIA
997,9,SHIPPED_VIA
998,10,SHIPPED_VIA
999,3,SHIPPED_VIA
1000,6,SHIPPED_VIA
