:START_ID(Order),:END_ID(Product),:TYPE,UnitPrice,Quantity,Discount
215,95,CONTAINS,1419.96,19,0.2
216,46,CONTAINS,6193.83,7,0.15
216,84,CONTAINS,4730.92,5,0.05
217,1,CONTAINS,5398.75,9,0.1
217,41,CONTAINS,3922.51,16,0.1
217,80,CONTAINS,8342.48,1,0.1
218,12,CONTAINS,1821.37,17,0.1
218,29,CONTAINS,514.86,10,0.0
218,36,CONTAINS,263.25,14,0.05
218,43,CONTAINS,2873.54,10,0.15
218,49,CONTAINS,7178.12,14,0.0
219,2,CONTAINS,881.54,8,0.0
219,7,CONTAINS,6528.99,12,0.15
219,18,CONTAINS,6028.87,16,0.15
219,30,CONTAINS,8092.68,1,0.2
219,54,CONTAINS,4935.54,7,0.1
220,62,CONTAINS,5107.09,4,0.05
221,14,CONTAINS,2320.3,5,0.2
221,25,CONTAINS,1343.31,11,0.15
221,61,CONTAINS,8902.71,5,0.0
221,100,CONTAINS,412.91,20,0.0
222,30,CONTAINS,8618.85,6,0.05
222,40,CONTAINS,3642.6,17,0.15
222,69,CONTAINS,1937.41,20,0.05
222,86,CONTAINS,5074.38,3,0.0
223,2,CONTAINS,909.12,2,0.1
223,92,CONTAINS,1236.94,18,0.1
224,4,CONTAINS,3598.45,20,0.05
224,39,CONTAINS,662.2,4,0.1
224,96,CONTAINS,1237.69,6,0.15
225,52,CONTAINS,9661.68,2,0.2
225,78,CONTAINS,5379.23,13,0.05
226,5,CONTAINS,4451.77,12,0.2
226,52,CONTAINS,9176.17,7,0.1
226,61,CONTAINS,8812.52,4,0.0
226,80,CONTAINS,8508.43,18,0.05
226,85,CONTAINS,9913.12,8,0.2
227,23,CONTAINS,5848.2,11,0.0
227,80,CONTAINS,8274.02,2,0.1
227,85,CONTAINS,9568.16,10,0.0
228,96,CONTAINS,1175.13,14,0.05
229,35,CONTAINS,5155.81,13,0.0
229,48,CONTAINS,7403.68,4,0.05
229,66,CONTAINS,1903.21,19,0.2
229,73,CONTAINS,4527.13,12,0.05
229,98,CONTAINS,1755.63,3,0.2
230,4,CONTAINS,3692.87,5,0.1
230,37,CONTAINS,2909.33,9,0.15
230,60,CONTAINS,4923.33,6,0.1
231,32,CONTAINS,8774.71,18,0.0
231,35,CONTAINS,5179.86,10,0.05
231,70,CONTAINS,3598.13,17,0.15
232,82,CONTAINS,4745.27,3,0.2
232,88,CONTAINS,5446.4,19,0.15
233,3,CONTAINS,3292.1,6,0.0
233,82,CONTAINS,4526.06,8,0.15
234,44,CONTAINS,4510.51,7,0.2
234,69,CONTAINS,2027.21,17,0.0
234,82,CONTAINS,4564.53,1,0.1
235,88,CONTAINS,5550.79,16,0.2
236,27,CONTAINS,9930.34,14,0.05
236,46,CONTAINS,6337.24,16,0.1
236,90,CONTAINS,5473.77,8,0.1
236,96,CONTAINS,1174.97,15,0.05
237,2,CONTAINS,837.45,14,0.15
237,7,CONTAINS,6370.68,19,0.2
237,47,CONTAINS,7952.03,20,0.2
237,50,CONTAINS,5110.76,20,0.05
237,51,CONTAINS,1834.11,3,0.05
238,3,CONTAINS,3457.83,11,0.15
238,50,CONTAINS,5047.03,10,0.15
238,76,CONTAINS,9728.24,20,0.2
238,88,CONTAINS,5615.67,2,0.0
239,27,CONTAINS,9569.68,3,0.15
239,41,CONTAINS,3927.52,12,0.2
239,53,CONTAINS,6783.12,5,0.1
239,82,CONTAINS,4893.75,8,0.2
240,70,CONTAINS,3702.18,1,0.2
241,13,CONTAINS,9469.52,7,0.05
241,59,CONTAINS,6627.45,20,0.0
241,68,CONTAINS,5180.96,4,0.05
241,76,CONTAINS,9345.89,17,0.0
242,28,CONTAINS,609.66,5,0.2
242,52,CONTAINS,9499.37,16,0.2
242,61,CONTAINS,8413.75,6,0.0
242,84,CONTAINS,4721.71,14,0.05
242,88,CONTAINS,5650.05,9,0.05
243,10,CONTAINS,2723.82,1,0.15
243,41,CONTAINS,3673.61,20,0.0
243,56,CONTAINS,8549.81,20,0.05
244,25,CONTAINS,1357.6,1,0.1
244,52,CONTAINS,9641.25,1,0.05
244,61,CONTAINS,8669.35,4,0.0
244,81,CONTAINS,1960.82,10,0.0
245,3,CONTAINS,3595.09,2,0.2
246,2,CONTAINS,914.24,1,0.2
246,21,CONTAINS,7291.61,5,0.0
247,4,CONTAINS,3585.68,11,0.15
247,44,CONTAINS,4328.97,16,0.15
247,48,CONTAINS,7314.62,20,0.1
247,55,CONTAINS,390.57,5,0.0
247,75,CONTAINS,4032.15,7,0.1
248,48,CONTAINS,7706.18,5,0.2
248,79,CONTAINS,8811.1,1,0.15
248,94,CONTAINS,9575.56,10,0.05
249,6,CONTAINS,255.52,20,0.0
249,67,CONTAINS,4904.18,4,0.0
249,98,CONTAINS,1699.1,5,0.05
250,35,CONTAINS,5374.55,11,0.0
250,55,CONTAINS,386.9,12,0.05
251,26,CONTAINS,4808.9,3,0.0
252,5,CONTAINS,4270.0,14,0.2
252,70,CONTAINS,3730.58,18,0.15
252,75,CONTAINS,3944.61,18,0.05
253,38,CONTAINS,9071.04,8,0.15
253,59,CONTAINS,7052.4,16,0.1
253,99,CONTAINS,976.49,18,0.2
254,10,CONTAINS,2839.53,13,0.15
254,87,CONTAINS,4159.06,18,0.0
254,90,CONTAINS,5191.17,13,0.2
255,5,CONTAINS,4220.84,14,0.1
255,25,CONTAINS,1441.29,6,0.1
255,37,CONTAINS,2849.21,14,0.0
255,39,CONTAINS,653.89,19,0.05
255,77,CONTAINS,200.47,19,0.05
256,24,CONTAINS,7629.61,15,0.0
256,56,CONTAINS,8269.57,17,0.05
256,78,CONTAINS,5163.62,5,0.15
256,83,CONTAINS,9744.69,1,0.0
256,92,CONTAINS,1202.68,10,0.0
257,68,CONTAINS,5411.72,4,0.05
258,43,CONTAINS,2805.49,4,0.05
258,56,CONTAINS,8317.11,7,0.05
258,72,CONTAINS,9785.04,9,0.05
258,79,CONTAINS,9091.15,19,0.15
259,11,CONTAINS,1688.06,4,0.1
259,54,CONTAINS,4941.69,20,0.0
259,75,CONTAINS,4212.06,13,0.1
260,52,CONTAINS,8957.26,3,0.05
260,55,CONTAINS,378.84,11,0.0
260,72,CONTAINS,9584.64,15,0.2
261,3,CONTAINS,3550.59,7,0.0
261,82,CONTAINS,4752.27,10,0.2
262,68,CONTAINS,5364.57,11,0.2
262,70,CONTAINS,3778.65,18,0.0
262,82,CONTAINS,4878.21,20,0.15
262,89,CONTAINS,4057.24,16,0.0
262,92,CONTAINS,1264.29,5,0.0
263,36,CONTAINS,274.54,14,0.15
263,66,CONTAINS,1979.22,12,0.0
264,41,CONTAINS,3707.07,4,0.0
264,42,CONTAINS,9313.63,4,0.05
264,43,CONTAINS,2941.65,4,0.15
264,71,CONTAINS,8396.39,11,0.05
265,13,CONTAINS,9296.15,16,0.05
265,50,CONTAINS,5057.49,12,0.0
265,62,CONTAINS,4980.93,1,0.05
265,74,CONTAINS,1642.83,9,0.15
266,11,CONTAINS,1616.94,6,0.2
266,76,CONTAINS,9139.06,14,0.0
267,30,CONTAINS,8676.46,5,0.1
267,69,CONTAINS,2004.47,7,0.05
267,71,CONTAINS,8001.07,11,0.2
267,94,CONTAINS,9294.36,3,0.1
268,4,CONTAINS,3606.1,19,0.1
268,6,CONTAINS,263.07,10,0.15
268,14,CONTAINS,2240.15,17,0.0
269,9,CONTAINS,9659.69,1,0.0
269,14,CONTAINS,2315.46,20,0.05
269,53,CONTAINS,6803.01,13,0.2
269,71,CONTAINS,8366.4,8,0.1
269,82,CONTAINS,4702.36,14,0.0
270,38,CONTAINS,9095.2,4,0.15
271,7,CONTAINS,6753.54,16,0.15
271,11,CONTAINS,1595.33,12,0.15
271,27,CONTAINS,9478.85,12,0.15
271,75,CONTAINS,4144.39,7,0.05
271,80,CONTAINS,7867.14,11,0.0
272,86,CONTAINS,5095.15,8,0.2
273,1,CONTAINS,5463.58,12,0.05
273,5,CONTAINS,4497.77,5,0.0
273,37,CONTAINS,3100.22,13,0.0
273,47,CONTAINS,7979.94,7,0.05
274,10,CONTAINS,2827.09,2,0.05
275,3,CONTAINS,3503.44,15,0.05
275,22,CONTAINS,4109.39,14,0.2
275,40,CONTAINS,3640.78,2,0.15
275,49,CONTAINS,7620.54,3,0.1
275,80,CONTAINS,7864.34,1,0.15
276,85,CONTAINS,9630.64,16,0.2
276,98,CONTAINS,1714.0,11,0.1
277,60,CONTAINS,4910.41,2,0.05
278,12,CONTAINS,1739.61,15,0.05
279,11,CONTAINS,1638.53,2,0.2
279,25,CONTAINS,1470.92,10,0.1
279,71,CONTAINS,8114.73,19,0.15
279,96,CONTAINS,1261.41,5,0.2
280,15,CONTAINS,2723.06,9,0.2
280,26,CONTAINS,4865.0,6,0.1
280,90,CONTAINS,5413.91,18,0.2
280,93,CONTAINS,6542.51,3,0.0
281,66,CONTAINS,1830.87,20,0.0
281,80,CONTAINS,8391.61,14,0.2
281,99,CONTAINS,1007.89,10,0.15
282,18,CONTAINS,5962.24,8,0.1
282,48,CONTAINS,7937.32,1,0.0
282,86,CONTAINS,5444.13,10,0.2
282,96,CONTAINS,1185.57,20,0.1
282,98,CONTAINS,1669.35,4,0.2
283,18,CONTAINS,5568.36,18,0.05
283,25,CONTAINS,1469.93,10,0.1
283,65,CONTAINS,4529.21,15,0.2
283,67,CONTAINS,5200.83,2,0.2
284,2,CONTAINS,883.64,10,0.15
284,42,CONTAINS,9294.45,4,0.2
284,49,CONTAINS,7168.16,16,0.15
284,87,CONTAINS,4074.93,16,0.05
284,89,CONTAINS,4255.69,14,0.05
285,33,CONTAINS,215.92,17,0.05
285,70,CONTAINS,3845.33,6,0.1
285,73,CONTAINS,4392.34,13,0.2
285,75,CONTAINS,4087.15,1,0.15
286,34,CONTAINS,2759.64,20,0.05
286,53,CONTAINS,7034.72,7,0.0
286,79,CONTAINS,9338.82,4,0.15
286,97,CONTAINS,1587.7,11,0.1
286,99,CONTAINS,922.41,4,0.15
287,4,CONTAINS,3696.33,16,0.1
287,42,CONTAINS,9343.99,13,0.15
287,44,CONTAINS,4466.14,7,0.1
287,79,CONTAINS,9060.16,2,0.15
287,92,CONTAINS,1214.26,13,0.0
288,29,CONTAINS,504.08,15,0.05
289,65,CONTAINS,4306.0,16,0.2
289,86,CONTAINS,5264.89,15,0.15
289,96,CONTAINS,1236.37,12,0.2
290,44,CONTAINS,4375.9,10,0.1
290,59,CONTAINS,6764.15,20,0.15
290,87,CONTAINS,3917.32,11,0.1
290,92,CONTAINS,1270.42,16,0.1
291,40,CONTAINS,3698.72,8,0.1
292,11,CONTAINS,1735.5,9,0.2
292,73,CONTAINS,4505.78,1,0.0
292,89,CONTAINS,4177.68,10,0.0
293,15,CONTAINS,2779.68,2,0.2
293,37,CONTAINS,3003.77,1,0.05
294,15,CONTAINS,2755.66,5,0.2
294,60,CONTAINS,5000.41,8,0.05
294,61,CONTAINS,8870.45,3,0.0
294,91,CONTAINS,6720.66,2,0.15
295,6,CONTAINS,251.34,13,0.1
295,66,CONTAINS,1797.01,7,0.15
295,91,CONTAINS,6367.05,4,0.15
296,36,CONTAINS,280.42,19,0.0
296,92,CONTAINS,1274.64,11,0.15
296,94,CONTAINS,9553.51,14,0.2
297,33,CONTAINS,216.23,4,0.1
298,39,CONTAINS,613.01,17,0.2
298,42,CONTAINS,9873.17,15,0.2
298,52,CONTAINS,9075.88,15,0.0
298,54,CONTAINS,4914.58,18,0.1
298,75,CONTAINS,4225.65,10,0.1
299,27,CONTAINS,10230.34,9,0.2
299,81,CONTAINS,2072.21,1,0.05
299,97,CONTAINS,1707.23,16,0.05
300,22,CONTAINS,3971.39,9,0.2
300,53,CONTAINS,6831.48,18,0.15
300,60,CONTAINS,4961.73,17,0.15
301,99,CONTAINS,945.75,6,0.15
302,10,CONTAINS,2967.88,10,0.05
302,18,CONTAINS,5544.38,1,0.2
302,27,CONTAINS,9770.31,5,0.2
302,29,CONTAINS,535.84,20,0.2
303,11,CONTAINS,1594.1,14,0.0
303,30,CONTAINS,8582.11,18,0.15
303,34,CONTAINS,2915.28,11,0.15
303,82,CONTAINS,4518.23,12,0.15
303,99,CONTAINS,932.56,1,0.0
304,3,CONTAINS,3379.4,15,0.05
304,38,CONTAINS,9627.6,6,0.15
304,80,CONTAINS,7901.49,5,0.2
305,2,CONTAINS,878.69,7,0.1
305,23,CONTAINS,6211.05,8,0.15
305,94,CONTAINS,9217.32,8,0.0
306,18,CONTAINS,5664.67,13,0.1
306,60,CONTAINS,4760.69,20,0.05
306,61,CONTAINS,9005.47,5,0.05
307,95,CONTAINS,1463.58,8,0.1
308,37,CONTAINS,2988.05,7,0.1
308,44,CONTAINS,4484.38,10,0.15
309,8,CONTAINS,3241.45,16,0.0
309,46,CONTAINS,6168.95,19,0.1
309,74,CONTAINS,1717.05,18,0.0
309,79,CONTAINS,9212.02,1,0.05
310,42,CONTAINS,9753.66,14,0.1
310,70,CONTAINS,3761.85,19,0.2
310,88,CONTAINS,5483.82,1,0.2
311,48,CONTAINS,7652.12,14,0.1
311,57,CONTAINS,728.67,14,0.05
311,70,CONTAINS,3811.28,3,0.0
311,86,CONTAINS,5373.87,20,0.05
312,13,CONTAINS,9072.98,9,0.2
312,49,CONTAINS,7572.78,15,0.05
312,72,CONTAINS,9411.18,6,0.2
312,75,CONTAINS,4023.48,18,0.2
312,83,CONTAINS,9524.73,6,0.0
313,1,CONTAINS,5919.22,1,0.2
314,27,CONTAINS,10010.06,15,0.0
314,47,CONTAINS,7785.15,6,0.05
314,59,CONTAINS,6939.71,9,0.05
314,68,CONTAINS,5037.31,4,0.15
315,17,CONTAINS,1045.49,14,0.2
315,44,CONTAINS,4560.23,3,0.0
315,77,CONTAINS,199.98,11,0.1
315,83,CONTAINS,9768.23,1,0.15
315,99,CONTAINS,954.4,10,0.2
316,5,CONTAINS,4242.13,15,0.1
316,9,CONTAINS,9381.16,3,0.0
316,27,CONTAINS,9646.0,8,0.0
316,60,CONTAINS,4991.07,13,0.05
316,89,CONTAINS,4014.48,3,0.1
317,27,CONTAINS,10004.79,12,0.0
317,41,CONTAINS,3870.8,10,0.05
317,51,CONTAINS,1782.51,6,0.05
318,12,CONTAINS,1803.24,13,0.1
318,21,CONTAINS,6954.53,2,0.2
318,76,CONTAINS,10007.2,18,0.15
318,98,CONTAINS,1597.47,2,0.0
319,70,CONTAINS,3622.88,10,0.05
320,40,CONTAINS,3929.12,6,0.05
320,94,CONTAINS,9509.66,7,0.2
320,98,CONTAINS,1632.71,10,0.1
321,6,CONTAINS,261.38,3,0.1
322,9,CONTAINS,9010.27,18,0.05
322,10,CONTAINS,2783.68,4,0.2
322,41,CONTAINS,3859.03,10,0.1
322,70,CONTAINS,3850.55,6,0.2
322,73,CONTAINS,4707.81,2,0.05
323,39,CONTAINS,650.38,15,0.05
324,51,CONTAINS,1780.38,13,0.1
325,18,CONTAINS,5895.52,6,0.05
325,86,CONTAINS,5161.11,3,0.2
326,2,CONTAINS,852.62,16,0.05
326,51,CONTAINS,1779.66,7,0.2
326,80,CONTAINS,8011.03,6,0.2
327,51,CONTAINS,1738.59,18,0.2
327,81,CONTAINS,1968.81,1,0.15
327,85,CONTAINS,9970.14,9,0.1
328,7,CONTAINS,6762.39,15,0.1
328,68,CONTAINS,4953.9,11,0.2
328,72,CONTAINS,9949.45,18,0.2
328,97,CONTAINS,1697.49,1,0.0
329,13,CONTAINS,9081.19,6,0.2
329,15,CONTAINS,2728.23,18,0.1
330,40,CONTAINS,3757.06,14,0.2
330,43,CONTAINS,2681.98,2,0.2
330,54,CONTAINS,5009.31,14,0.2
330,60,CONTAINS,4961.36,16,0.2
331,24,CONTAINS,7452.54,13,0.15
331,50,CONTAINS,4952.29,11,0.15
331,71,CONTAINS,8546.25,8,0.0
332,11,CONTAINS,1690.14,8,0.0
332,53,CONTAINS,6512.64,5,0.1
332,54,CONTAINS,5173.01,11,0.1
333,10,CONTAINS,2997.23,2,0.0
333,24,CONTAINS,7303.31,7,0.2
333,54,CONTAINS,5325.45,5,0.05
333,56,CONTAINS,7755.18,13,0.05
333,89,CONTAINS,4074.53,19,0.1
334,11,CONTAINS,1683.15,13,0.2
334,50,CONTAINS,5144.08,17,0.2
334,72,CONTAINS,10340.4,16,0.05
334,95,CONTAINS,1457.64,20,0.0
335,1,CONTAINS,5389.97,20,0.15
335,13,CONTAINS,8890.11,1,0.0
335,68,CONTAINS,5143.12,1,0.1
335,75,CONTAINS,3988.18,19,0.15
335,81,CONTAINS,1977.85,17,0.05
336,30,CONTAINS,8224.58,20,0.0
336,39,CONTAINS,646.71,7,0.05
336,51,CONTAINS,1680.72,7,0.1
336,54,CONTAINS,4858.69,3,0.0
337,79,CONTAINS,8807.54,20,0.1
338,26,CONTAINS,4937.73,18,0.1
338,69,CONTAINS,2031.89,11,0.1
339,10,CONTAINS,2786.07,3,0.2
339,13,CONTAINS,9533.59,6,0.05
339,60,CONTAINS,5005.53,2,0.05
340,6,CONTAINS,262.34,19,0.0
340,74,CONTAINS,1658.74,6,0.0
340,97,CONTAINS,1627.24,1,0.1
341,15,CONTAINS,2775.43,19,0.0
342,34,CONTAINS,2915.35,5,0.0
342,60,CONTAINS,4663.36,2,0.2
342,67,CONTAINS,5204.19,12,0.0
342,92,CONTAINS,1299.01,4,0.1
343,11,CONTAINS,1608.75,10,0.2
343,54,CONTAINS,5314.84,10,0.1
343,75,CONTAINS,4265.57,13,0.1
344,86,CONTAINS,5476.62,18,0.05
345,7,CONTAINS,6900.53,9,0.15
345,60,CONTAINS,4872.6,13,0.15
345,74,CONTAINS,1699.61,3,0.1
345,95,CONTAINS,1361.45,8,0.15
345,96,CONTAINS,1194.31,14,0.15
346,28,CONTAINS,618.1,10,0.15
347,91,CONTAINS,6236.26,7,0.05
348,13,CONTAINS,8974.96,17,0.2
348,23,CONTAINS,5905.88,8,0.2
348,46,CONTAINS,6480.62,12,0.2
348,82,CONTAINS,4651.96,14,0.1
349,24,CONTAINS,7745.95,1,0.05
349,25,CONTAINS,1377.57,11,0.1
349,35,CONTAINS,5671.69,4,0.15
349,52,CONTAINS,9462.15,7,0.1
350,71,CONTAINS,8236.9,13,0.0
350,92,CONTAINS,1214.0,7,0.2
351,26,CONTAINS,4776.93,19,0.15
352,12,CONTAINS,1877.03,3,0.0
352,24,CONTAINS,7761.47,12,0.15
352,25,CONTAINS,1456.09,11,0.2
353,2,CONTAINS,878.79,19,0.15
353,3,CONTAINS,3366.01,9,0.05
353,12,CONTAINS,1748.37,15,0.0
353,51,CONTAINS,1820.03,2,0.15
353,90,CONTAINS,5082.71,6,0.0
354,15,CONTAINS,2634.69,2,0.1
354,35,CONTAINS,5356.37,6,0.2
354,72,CONTAINS,10191.82,1,0.2
354,87,CONTAINS,4241.1,10,0.1
354,98,CONTAINS,1642.63,9,0.0
355,13,CONTAINS,9265.09,16,0.05
355,44,CONTAINS,4444.86,17,0.0
355,49,CONTAINS,7717.88,20,0.15
355,81,CONTAINS,2136.79,4,0.2
355,93,CONTAINS,6540.14,12,0.2
356,56,CONTAINS,8058.93,2,0.15
356,79,CONTAINS,9285.17,3,0.1
356,85,CONTAINS,9432.48,1,0.1
357,27,CONTAINS,9587.88,12,0.05
357,49,CONTAINS,7409.89,5,0.05
357,50,CONTAINS,4856.33,1,0.15
357,95,CONTAINS,1398.97,5,0.0
357,98,CONTAINS,1691.92,20,0.05
358,67,CONTAINS,4947.97,9,0.1
358,93,CONTAINS,6628.87,2,0.0
358,98,CONTAINS,1725.96,12,0.1
359,52,CONTAINS,9156.95,6,0.0
360,1,CONTAINS,5941.96,19,0.1
360,14,CONTAINS,2240.55,4,0.15
360,34,CONTAINS,2763.92,11,0.2
360,73,CONTAINS,4397.07,13,0.2
360,84,CONTAINS,4851.76,3,0.2
361,79,CONTAINS,9240.55,20,0.05
361,88,CONTAINS,5716.18,20,0.1
362,71,CONTAINS,8239.94,13,0.15
362,79,CONTAINS,9090.63,1,0.1
363,11,CONTAINS,1582.04,9,0.2
363,67,CONTAINS,5025.22,14,0.0
364,35,CONTAINS,5151.58,9,0.1
365,55,CONTAINS,380.97,9,0.0
365,60,CONTAINS,4599.4,6,0.15
365,62,CONTAINS,5408.03,10,0.2
365,76,CONTAINS,9144.68,19,0.2
366,2,CONTAINS,885.82,5,0.1
366,17,CONTAINS,1050.61,5,0.05
366,42,CONTAINS,9429.95,9,0.0
366,73,CONTAINS,4383.97,18,0.0
367,9,CONTAINS,8941.25,13,0.2
367,35,CONTAINS,5183.12,14,0.1
367,37,CONTAINS,3023.71,2,0.05
367,56,CONTAINS,8361.48,15,0.05
368,28,CONTAINS,594.49,1,0.05
368,60,CONTAINS,4897.26,12,0.15
368,61,CONTAINS,8612.25,9,0.15
368,88,CONTAINS,5620.31,6,0.2
369,43,CONTAINS,2851.55,10,0.05
369,53,CONTAINS,6618.56,7,0.0
369,64,CONTAINS,930.5,10,0.2
369,97,CONTAINS,1750.88,20,0.0
370,55,CONTAINS,390.21,18,0.0
370,78,CONTAINS,4907.04,5,0.1
370,94,CONTAINS,9823.24,2,0.15
371,35,CONTAINS,5547.37,10,0.05
371,39,CONTAINS,625.47,8,0.05
371,47,CONTAINS,8366.53,4,0.05
372,1,CONTAINS,5802.81,7,0.15
372,29,CONTAINS,523.11,14,0.1
372,49,CONTAINS,7317.56,15,0.1
372,65,CONTAINS,4349.36,14,0.15
373,4,CONTAINS,3762.72,20,0.05
373,9,CONTAINS,9569.87,20,0.15
373,24,CONTAINS,7622.57,11,0.15
373,34,CONTAINS,2763.37,3,0.0
373,85,CONTAINS,9708.01,5,0.2
374,89,CONTAINS,4231.31,3,0.05
375,33,CONTAINS,218.43,20,0.1
375,34,CONTAINS,2831.88,1,0.15
375,42,CONTAINS,9390.7,17,0.2
375,51,CONTAINS,1789.51,18,0.0
375,73,CONTAINS,4538.23,9,0.0
376,14,CONTAINS,2284.41,1,0.1
376,100,CONTAINS,419.89,19,0.05
377,47,CONTAINS,7707.52,14,0.1
378,13,CONTAINS,9500.74,17,0.15
378,34,CONTAINS,2803.76,3,0.0
378,44,CONTAINS,4614.47,12,0.0
378,89,CONTAINS,4015.19,8,0.2
379,22,CONTAINS,4291.21,7,0.05
379,79,CONTAINS,8660.75,3,0.05
379,93,CONTAINS,6161.12,19,0.0
380,21,CONTAINS,6756.46,18,0.05
380,39,CONTAINS,634.92,5,0.2
380,47,CONTAINS,7775.21,16,0.2
380,65,CONTAINS,4538.02,1,0.1
381,62,CONTAINS,5098.83,4,0.0
381,88,CONTAINS,5512.57,2,0.05
382,56,CONTAINS,7744.98,4,0.0
383,25,CONTAINS,1430.04,19,0.0
383,60,CONTAINS,5003.63,13,0.2
383,61,CONTAINS,8536.0,13,0.1
383,67,CONTAINS,4989.42,2,0.0
383,99,CONTAINS,1003.69,5,0.2
384,26,CONTAINS,4772.22,6,0.05
384,44,CONTAINS,4307.34,19,0.15
384,49,CONTAINS,7023.29,10,0.2
384,72,CONTAINS,9526.65,8,0.05
384,96,CONTAINS,1196.52,13,0.05
385,33,CONTAINS,218.91,4,0.15
385,37,CONTAINS,2991.23,3,0.15
385,47,CONTAINS,7760.82,19,0.2
386,6,CONTAINS,250.07,10,0.0
386,9,CONTAINS,9587.61,16,0.0
386,13,CONTAINS,9556.54,10,0.1
386,30,CONTAINS,8621.89,16,0.05
387,24,CONTAINS,7789.79,16,0.2
387,60,CONTAINS,4641.37,6,0.1
387,69,CONTAINS,1921.72,5,0.15
387,77,CONTAINS,204.69,15,0.05
388,21,CONTAINS,7117.18,4,0.1
388,72,CONTAINS,9979.58,5,0.15
389,48,CONTAINS,7946.37,17,0.1
389,56,CONTAINS,7852.28,18,0.05
389,60,CONTAINS,4714.47,16,0.05
389,80,CONTAINS,8095.53,10,0.05
389,94,CONTAINS,9485.64,13,0.0
390,5,CONTAINS,4235.4,13,0.1
390,40,CONTAINS,3815.19,14,0.15
390,55,CONTAINS,390.33,4,0.1
390,64,CONTAINS,919.65,2,0.0
390,79,CONTAINS,8870.91,10,0.15
391,5,CONTAINS,4546.17,4,0.2
391,41,CONTAINS,3628.97,4,0.05
391,42,CONTAINS,9165.37,4,0.1
391,49,CONTAINS,7003.4,13,0.0
391,55,CONTAINS,360.11,1,0.05
392,70,CONTAINS,3840.12,19,0.2
392,71,CONTAINS,8133.51,6,0.0
392,77,CONTAINS,206.2,7,0.1
392,100,CONTAINS,404.82,14,0.1
393,15,CONTAINS,2697.12,10,0.0
393,33,CONTAINS,224.23,7,0.1
394,5,CONTAINS,4320.07,11,0.0
394,46,CONTAINS,6412.13,13,0.0
395,5,CONTAINS,4530.3,16,0.0
395,36,CONTAINS,264.74,18,0.0
395,60,CONTAINS,4755.82,9,0.1
395,85,CONTAINS,9980.16,16,0.0
395,89,CONTAINS,4365.65,3,0.2
396,3,CONTAINS,3529.42,11,0.2
396,91,CONTAINS,6418.85,8,0.05
397,14,CONTAINS,2250.87,9,0.0
398,50,CONTAINS,4869.96,1,0.2
398,56,CONTAINS,8170.96,20,0.05
399,11,CONTAINS,1663.1,2,0.0
399,98,CONTAINS,1624.75,19,0.15
400,12,CONTAINS,1882.58,8,0.1
400,54,CONTAINS,5263.9,4,0.1
400,80,CONTAINS,8292.0,14,0.15
400,82,CONTAINS,4742.53,5,0.1
401,18,CONTAINS,5637.18,2,0.1
401,37,CONTAINS,2880.81,7,0.15
401,44,CONTAINS,4546.82,16,0.2
402,40,CONTAINS,3955.72,7,0.2
402,41,CONTAINS,4005.05,3,0.05
402,74,CONTAINS,1732.33,7,0.05
402,75,CONTAINS,4121.2,16,0.1
402,92,CONTAINS,1307.32,5,0.1
403,29,CONTAINS,539.12,13,0.0
403,38,CONTAINS,9598.53,11,0.05
404,41,CONTAINS,3967.72,1,0.0
404,57,CONTAINS,724.55,17,0.1
404,98,CONTAINS,1675.6,1,0.05
405,1,CONTAINS,5847.27,5,0.15
405,36,CONTAINS,277.25,11,0.1
405,39,CONTAINS,655.82,17,0.15
405,40,CONTAINS,3954.54,20,0.15
405,41,CONTAINS,3719.28,3,0.15
406,75,CONTAINS,4050.38,12,0.05
407,23,CONTAINS,6337.54,14,0.0
407,42,CONTAINS,9644.43,10,0.05
407,54,CONTAINS,4946.32,17,0.15
408,29,CONTAINS,494.36,8,0.05
409,24,CONTAINS,7523.6,17,0.1
409,28,CONTAINS,617.94,6,0.0
409,51,CONTAINS,1762.73,16,0.0
409,100,CONTAINS,391.29,6,0.0
410,23,CONTAINS,6186.33,20,0.15
410,28,CONTAINS,598.13,20,0.1
410,35,CONTAINS,5509.75,4,0.1
410,72,CONTAINS,10304.89,1,0.1
410,74,CONTAINS,1746.43,8,0.2
411,71,CONTAINS,8378.99,7,0.0
411,79,CONTAINS,8557.33,16,0.15
411,83,CONTAINS,9294.43,6,0.2
411,99,CONTAINS,929.18,6,0.2
412,22,CONTAINS,4000.37,13,0.05
412,44,CONTAINS,4362.94,4,0.2
412,82,CONTAINS,4616.24,15,0.15
413,9,CONTAINS,9452.14,1,0.05
413,34,CONTAINS,2986.74,18,0.0
414,22,CONTAINS,4231.42,20,0.1
414,71,CONTAINS,7960.16,14,0.2
414,73,CONTAINS,4519.48,18,0.0
415,30,CONTAINS,8324.6,9,0.0
415,46,CONTAINS,6309.55,14,0.1
415,80,CONTAINS,8487.49,13,0.2
415,89,CONTAINS,4067.78,9,0.2
416,22,CONTAINS,4012.59,11,0.15
416,27,CONTAINS,9779.38,3,0.05
416,41,CONTAINS,3818.57,4,0.0
416,99,CONTAINS,913.35,5,0.0
417,11,CONTAINS,1675.15,14,0.2
417,37,CONTAINS,2970.79,11,0.0
417,41,CONTAINS,3681.63,2,0.2
417,47,CONTAINS,7677.54,2,0.1
417,72,CONTAINS,9449.09,7,0.05
