:START_ID(Customer),:END_ID(Review),:TYPE
GS970,2139,WROTE
ZX420,2607,WROTE
SO908,120,WROTE
PK065,3287,WROTE
GU953,4268,WROTE
LV223,4302,WROTE
AG377,4322,WROTE
UX720,3327,WROTE
XD471,3909,WROTE
SO908,2316,WROTE
OI217,2478,WROTE
QC191,1199,WROTE
PN121,386,WROTE
FR076,730,WROTE
FS045,1109,WROTE
BN567,4294,WROTE
OI217,2602,WROTE
NQ516,2124,WROTE
EO425,67,WROTE
JJ935,400,WROTE
RG949,717,WROTE
GV152,1452,WROTE
LT787,3018,WROTE
TP845,3190,WROTE
XD471,3466,WROTE
QN420,3885,WROTE
TF836,4440,WROTE
CK028,2422,WROTE
OE837,2956,WROTE
UG099,943,WROTE
ZA627,1421,WROTE
DX546,60,WROTE
ZP972,524,WROTE
AI186,732,WROTE
HB552,2985,WROTE
MU442,3303,WROTE
TZ806,3694,WROTE
UD950,4821,WROTE
HF081,1863,WROTE
UQ170,2177,WROTE
NQ516,2635,WROTE
FR076,1736,WROTE
HB552,577,WROTE
OV175,957,WROTE
LP961,1243,WROTE
UC855,1443,WROTE
DV187,2438,WROTE
HY451,2619,WROTE
TI502,3448,WROTE
LP961,4896,WROTE
XW166,4664,WROTE
PK065,1734,WROTE
ZX420,34,WROTE
WT163,683,WROTE
ES731,899,WROTE
FN752,3186,WROTE
UD950,2224,WROTE
TF836,2871,WROTE
GY227,4958,WROTE
UN313,161,WROTE
NZ483,1328,WROTE
RN037,8,WROTE
QN420,791,WROTE
ET738,1940,WROTE
TI502,4669,WROTE
TI502,266,WROTE
FN752,3065,WROTE
OZ845,4362,WROTE
LV223,1702,WROTE
BN567,1838,WROTE
VO839,1988,WROTE
HB552,2764,WROTE
FS045,2053,WROTE
FS045,48,WROTE
OV175,699,WROTE
HF081,763,WROTE
ZA627,1436,WROTE
XW166,4453,WROTE
MW797,4018,WROTE
US789,4055,WROTE
CK028,4203,WROTE
UV185,1534,WROTE
JO978,2889,WROTE
EO425,613,WROTE
QO801,755,WROTE
IU348,802,WROTE
OV175,1363,WROTE
DR567,3601,WROTE
JO978,3942,WROTE
FS045,4736,WROTE
PN121,4961,WROTE
MX294,1606,WROTE
MX294,2206,WROTE
ER267,2912,WROTE
XS276,1898,WROTE
VW282,2032,WROTE
US789,817,WROTE
KE304,1127,WROTE
GH572,284,WROTE
TX494,454,WROTE
DX546,582,WROTE
BE531,1677,WROTE
OV175,3819,WROTE
UD950,4186,WROTE
CM221,1728,WROTE
KT263,2186,WROTE
US789,1248,WROTE
UQ126,2357,WROTE
LC708,3131,WROTE
OZ845,4457,WROTE
UD950,4673,WROTE
XS276,4995,WROTE
GY227,4627,WROTE
UD654,1582,WROTE
TR797,2294,WROTE
ID078,2481,WROTE
ZY562,2703,WROTE
LT787,760,WROTE
MT817,824,WROTE
IU348,995,WROTE
BE531,1145,WROTE
BE531,3022,WROTE
TZ806,4447,WROTE
LV223,2490,WROTE
NN992,1337,WROTE
AI186,43,WROTE
NZ483,532,WROTE
TZ806,1169,WROTE
CB552,3015,WROTE
CM221,3388,WROTE
UD950,3553,WROTE
JI223,3651,WROTE
CB552,3718,WROTE
ZX420,3920,WROTE
DY566,2030,WROTE
NQ228,2088,WROTE
GV152,2471,WROTE
UD950,586,WROTE
TP845,775,WROTE
QC191,4148,WROTE
JI223,3237,WROTE
TZ806,3661,WROTE
CB552,3854,WROTE
FB602,3927,WROTE
QO801,4123,WROTE
YQ009,4393,WROTE
ID078,1922,WROTE
TX494,2005,WROTE
NZ483,1895,WROTE
UA828,3215,WROTE
EG092,3497,WROTE
AG377,3857,WROTE
WT163,4304,WROTE
XW166,4391,WROTE
SO908,4767,WROTE
UV185,4816,WROTE
OV175,150,WROTE
FR131,657,WROTE
ER267,745,WROTE
MT817,813,WROTE
UX720,1432,WROTE
MW797,136,WROTE
AY360,1124,WROTE
DR567,3146,WROTE
AG377,3624,WROTE
ZX420,4221,WROTE
ZP972,4275,WROTE
UD950,2620,WROTE
ER267,1947,WROTE
UA828,2604,WROTE
XD471,2674,WROTE
US789,3360,WROTE
NZ483,4211,WROTE
UQ126,348,WROTE
GU953,811,WROTE
VO839,949,WROTE
FR131,978,WROTE
PK065,4706,WROTE
OZ845,3486,WROTE
FR131,3979,WROTE
QC191,2516,WROTE
UV380,2432,WROTE
TM772,2482,WROTE
EO425,252,WROTE
OV175,355,WROTE
NB019,364,WROTE
TI502,1463,WROTE
SO908,3151,WROTE
QN420,3386,WROTE
UC855,3929,WROTE
ER267,1615,WROTE
YQ009,2041,WROTE
NQ516,2592,WROTE
ZX420,2765,WROTE
CB552,1013,WROTE
HB552,4522,WROTE
JI223,4695,WROTE
MU442,3028,WROTE
QN420,3344,WROTE
UG099,2986,WROTE
JJ935,3068,WROTE
FB602,3793,WROTE
TJ349,4429,WROTE
QN420,883,WROTE
SO908,1380,WROTE
NQ228,1611,WROTE
LC708,2353,WROTE
JO498,2390,WROTE
TX494,1669,WROTE
TJ349,1759,WROTE
FN752,2767,WROTE
RN037,704,WROTE
JO978,998,WROTE
ZX420,1197,WROTE
TP845,3172,WROTE
MT817,3503,WROTE
AY360,3692,WROTE
ID078,320,WROTE
KE304,1162,WROTE
PU637,1883,WROTE
NB002,1955,WROTE
VO839,2776,WROTE
ZX420,4533,WROTE
LT787,4831,WROTE
ID078,4902,WROTE
DR567,1091,WROTE
XW166,2984,WROTE
OE837,4177,WROTE
OE837,2521,WROTE
FR131,1670,WROTE
NQ516,361,WROTE
DR567,1416,WROTE
WQ694,2120,WROTE
NZ483,3444,WROTE
NN992,3463,WROTE
NZ483,3646,WROTE
VW282,3648,WROTE
FB602,127,WROTE
GY227,566,WROTE
ZA627,638,WROTE
UD950,4547,WROTE
RG949,2546,WROTE
FM680,2599,WROTE
PU637,2657,WROTE
IU348,1911,WROTE
LP961,2629,WROTE
NQ516,2937,WROTE
FM680,3302,WROTE
ZP972,3568,WROTE
EG092,3589,WROTE
CK028,3754,WROTE
JO498,4671,WROTE
NN992,4471,WROTE
LC708,4862,WROTE
ZY562,1768,WROTE
MW797,2395,WROTE
RG949,2715,WROTE
LV223,241,WROTE
JO978,4103,WROTE
OZ845,3737,WROTE
GS970,1690,WROTE
NZ483,2669,WROTE
LT787,641,WROTE
KE304,1247,WROTE
ES731,963,WROTE
DX546,3409,WROTE
ER267,3877,WROTE
FB602,3902,WROTE
GV152,4025,WROTE
QN420,4320,WROTE
UG099,1683,WROTE
PN121,1756,WROTE
EO425,1808,WROTE
GV152,2148,WROTE
OE837,2758,WROTE
HY451,727,WROTE
LT787,1075,WROTE
US789,1094,WROTE
FR076,4711,WROTE
FR076,573,WROTE
US789,1057,WROTE
FN752,2089,WROTE
GV152,2892,WROTE
UD654,2973,WROTE
NQ228,3002,WROTE
OE837,3610,WROTE
NB019,3714,WROTE
GY227,3726,WROTE
FM680,4417,WROTE
TF836,4454,WROTE
LT787,3020,WROTE
PN121,4441,WROTE
JO498,200,WROTE
UD654,413,WROTE
CM221,809,WROTE
NZ483,212,WROTE
DY566,1214,WROTE
ER267,1224,WROTE
UV185,1272,WROTE
ZY562,4690,WROTE
UD654,4768,WROTE
HF081,1733,WROTE
DV187,1800,WROTE
CK028,2113,WROTE
IU348,2495,WROTE
MU442,2830,WROTE
JI223,1979,WROTE
WR609,2086,WROTE
WT163,2238,WROTE
KE304,2382,WROTE
TK597,2425,WROTE
OE837,2732,WROTE
OI217,254,WROTE
UQ126,1085,WROTE
XD471,3332,WROTE
JO498,3759,WROTE
OE837,4389,WROTE
CK028,4460,WROTE
TJ349,4993,WROTE
AY360,1377,WROTE
OZ845,1913,WROTE
LP961,2862,WROTE
WT163,3154,WROTE
VO839,3739,WROTE
PK065,3747,WROTE
TR797,3162,WROTE
ID078,3252,WROTE
AY360,3600,WROTE
RN037,4296,WROTE
WT163,163,WROTE
UG099,337,WROTE
ZA627,370,WROTE
TR797,1209,WROTE
UV185,4587,WROTE
QC191,1881,WROTE
OZ845,2573,WROTE
TF836,1878,WROTE
UX720,287,WROTE
TX494,1017,WROTE
IU348,1122,WROTE
RN037,1511,WROTE
NQ516,2047,WROTE
XS276,2692,WROTE
FN752,4079,WROTE
ZY562,4725,WROTE
ZA627,4952,WROTE
HY451,1627,WROTE
QO801,1958,WROTE
KE304,2288,WROTE
ER267,782,WROTE
DV187,1039,WROTE
JO498,1355,WROTE
GV152,3511,WROTE
EG092,3639,WROTE
TK597,3948,WROTE
TJ349,1712,WROTE
GS970,2371,WROTE
PK065,2580,WROTE
OZ845,2868,WROTE
IU348,276,WROTE
TF836,425,WROTE
ZX420,659,WROTE
GH572,751,WROTE
TM772,1028,WROTE
PU637,3515,WROTE
AI186,3745,WROTE
DV187,3763,WROTE
UV380,55,WROTE
FS045,111,WROTE
US789,778,WROTE
LV223,1114,WROTE
OI217,4589,WROTE
AY360,4616,WROTE
GS970,1692,WROTE
TF836,2260,WROTE
UV185,2951,WROTE
CB552,139,WROTE
NB019,1375,WROTE
ZA627,3928,WROTE
LP961,4179,WROTE
NQ228,4802,WROTE
UD654,473,WROTE
PN121,1366,WROTE
VO839,2065,WROTE
ZX420,2102,WROTE
TJ349,3813,WROTE
TP845,3997,WROTE
WR609,4040,WROTE
MX294,4100,WROTE
CM221,3645,WROTE
NQ516,86,WROTE
YQ009,1720,WROTE
UX720,2157,WROTE
GS970,2897,WROTE
BN567,2084,WROTE
PU637,2325,WROTE
KT263,2385,WROTE
ZY562,2942,WROTE
BE531,3550,WROTE
TR797,3707,WROTE
JO498,4332,WROTE
JI223,210,WROTE
ID078,1200,WROTE
XS276,286,WROTE
ID078,2203,WROTE
TP845,2423,WROTE
AI186,2802,WROTE
HF081,2993,WROTE
BE531,1142,WROTE
LP961,1991,WROTE
JJ935,2383,WROTE
RN037,2970,WROTE
OV175,2690,WROTE
JO498,3434,WROTE
ER267,3505,WROTE
KT263,4157,WROTE
ES731,4510,WROTE
CM221,487,WROTE
UQ170,193,WROTE
QO801,3479,WROTE
XS276,4192,WROTE
WR609,4217,WROTE
UQ170,4342,WROTE
FB602,4420,WROTE
JO498,2115,WROTE
DR567,1905,WROTE
TJ349,3348,WROTE
OI217,4399,WROTE
GH572,3460,WROTE
TF836,4119,WROTE
RN037,2209,WROTE
JO498,4503,WROTE
UV380,3210,WROTE
UQ170,3795,WROTE
US789,3809,WROTE
WR609,4363,WROTE
ET738,540,WROTE
KE304,1584,WROTE
GV152,2472,WROTE
WQ694,2955,WROTE
DR567,1666,WROTE
JO978,1854,WROTE
EO425,2965,WROTE
TF836,3527,WROTE
XW166,3780,WROTE
YQ009,4648,WROTE
BN567,4937,WROTE
FS045,121,WROTE
LP961,1152,WROTE
GS970,30,WROTE
UX720,547,WROTE
DY566,938,WROTE
HF081,1424,WROTE
NN992,3005,WROTE
LP961,3039,WROTE
QC191,1530,WROTE
TJ349,2349,WROTE
UV380,4532,WROTE
HF081,4467,WROTE
SO908,4584,WROTE
XS276,3052,WROTE
DR567,3372,WROTE
EG092,3907,WROTE
LT787,4409,WROTE
HB552,4366,WROTE
RG949,602,WROTE
FS045,1565,WROTE
OZ845,1826,WROTE
MX294,3457,WROTE
TX494,3805,WROTE
HY451,4044,WROTE
ZP972,4721,WROTE
KE304,4892,WROTE
PK065,46,WROTE
YQ009,199,WROTE
MT817,515,WROTE
AG377,3207,WROTE
FB602,3426,WROTE
NZ483,3459,WROTE
CK028,4035,WROTE
XD471,2322,WROTE
UV380,2945,WROTE
LV223,1545,WROTE
CK028,2195,WROTE
MW797,3430,WROTE
BN567,3693,WROTE
QO801,992,WROTE
NQ228,4564,WROTE
XD471,4765,WROTE
NQ516,4880,WROTE
JJ935,4233,WROTE
CK028,1643,WROTE
CB552,2223,WROTE
AI186,2791,WROTE
UN313,2903,WROTE
US789,2911,WROTE
OI217,642,WROTE
MT817,1353,WROTE
TP845,1358,WROTE
TP845,3286,WROTE
UX720,3611,WROTE
TJ349,3798,WROTE
JJ935,3856,WROTE
RN037,4150,WROTE
DR567,4639,WROTE
UC855,1952,WROTE
JO978,2168,WROTE
XS276,2406,WROTE
VW282,1869,WROTE
DY566,1964,WROTE
QO801,1972,WROTE
WQ694,2725,WROTE
UC855,2981,WROTE
FM680,3377,WROTE
FB602,3588,WROTE
ZX420,550,WROTE
JJ935,1374,WROTE
MU442,4495,WROTE
NN992,4601,WROTE
MW797,3239,WROTE
FB602,3866,WROTE
XS276,2185,WROTE
UA828,2340,WROTE
VW282,2384,WROTE
TZ806,2442,WROTE
FS045,1870,WROTE
IU348,3982,WROTE
OI217,4356,WROTE
BE531,222,WROTE
EO425,1123,WROTE
QN420,1308,WROTE
LV223,247,WROTE
XD471,2556,WROTE
YQ009,4729,WROTE
UA828,3208,WROTE
GH572,3491,WROTE
JJ935,4283,WROTE
FS045,4376,WROTE
JJ935,2004,WROTE
DY566,1476,WROTE
TZ806,553,WROTE
TZ806,1066,WROTE
UD950,1405,WROTE
QC191,2512,WROTE
LT787,3115,WROTE
JJ935,3392,WROTE
EO425,3412,WROTE
UA828,3705,WROTE
US789,4129,WROTE
KT263,1625,WROTE
UD654,1783,WROTE
NQ516,1851,WROTE
CK028,1884,WROTE
JO498,1900,WROTE
TM772,2723,WROTE
NQ228,820,WROTE
ZA627,859,WROTE
JJ935,898,WROTE
RG949,923,WROTE
AY360,1133,WROTE
KE304,1150,WROTE
TM772,4573,WROTE
NZ483,4965,WROTE
NB002,1824,WROTE
JO498,399,WROTE
NB002,966,WROTE
UN313,4738,WROTE
MT817,3338,WROTE
FR076,3822,WROTE
PU637,2036,WROTE
DX546,2617,WROTE
NB019,2699,WROTE
SO908,838,WROTE
GU953,1061,WROTE
GY227,3014,WROTE
BN567,3155,WROTE
FR131,3958,WROTE
DY566,4395,WROTE
MW797,3178,WROTE
UQ126,3212,WROTE
TK597,4679,WROTE
VO839,590,WROTE
TJ349,1465,WROTE
SO908,680,WROTE
UX720,1164,WROTE
CK028,1462,WROTE
TF836,1480,WROTE
UD950,3876,WROTE
OZ845,1798,WROTE
TJ349,2039,WROTE
FS045,2363,WROTE
NQ516,4881,WROTE
NB002,3731,WROTE
ZX420,3967,WROTE
FN752,518,WROTE
JO498,1084,WROTE
AG377,1157,WROTE
YQ009,1198,WROTE
ZY562,1622,WROTE
ZA627,1973,WROTE
PK065,2601,WROTE
FR076,3910,WROTE
OE837,876,WROTE
MW797,1012,WROTE
CK028,1515,WROTE
WT163,2302,WROTE
HF081,2804,WROTE
TI502,4487,WROTE
FS045,3700,WROTE
UD654,3538,WROTE
NZ483,3872,WROTE
CB552,4082,WROTE
LT787,1818,WROTE
TI502,724,WROTE
FR131,1398,WROTE
DY566,4662,WROTE
KE304,1802,WROTE
UV380,2165,WROTE
HB552,2774,WROTE
UV185,2933,WROTE
QN420,3637,WROTE
GH572,479,WROTE
WR609,677,WROTE
CK028,1140,WROTE
UQ170,2864,WROTE
UG099,3314,WROTE
TX494,2994,WROTE
RG949,3607,WROTE
ET738,213,WROTE
CM221,684,WROTE
JO498,1220,WROTE
XW166,1659,WROTE
ES731,2000,WROTE
UQ170,2087,WROTE
TK597,2848,WROTE
QO801,2947,WROTE
NB002,1978,WROTE
OI217,3840,WROTE
GH572,4033,WROTE
FM680,4450,WROTE
MT817,4504,WROTE
BN567,4944,WROTE
CB552,159,WROTE
DR567,587,WROTE
UV185,1032,WROTE
BE531,452,WROTE
KT263,1147,WROTE
WT163,1296,WROTE
MU442,1362,WROTE
MT817,3197,WROTE
JJ935,3660,WROTE
XW166,1871,WROTE
LT787,3299,WROTE
OI217,4340,WROTE
CK028,1868,WROTE
RN037,38,WROTE
YQ009,197,WROTE
GU953,195,WROTE
UQ170,1516,WROTE
HB552,2170,WROTE
TZ806,2517,WROTE
EG092,3122,WROTE
LV223,3702,WROTE
DR567,4088,WROTE
VW282,1697,WROTE
UX720,1983,WROTE
UD950,2405,WROTE
GV152,2788,WROTE
CB552,2003,WROTE
NZ483,3490,WROTE
ES731,3564,WROTE
TR797,66,WROTE
YQ009,780,WROTE
GH572,1052,WROTE
LP961,1202,WROTE
XW166,4525,WROTE
DV187,4888,WROTE
DR567,1676,WROTE
UQ126,2893,WROTE
TI502,621,WROTE
LV223,878,WROTE
UA828,1204,WROTE
MU442,324,WROTE
BN567,331,WROTE
PU637,1267,WROTE
VW282,4550,WROTE
QN420,4826,WROTE
QO801,3276,WROTE
RN037,1589,WROTE
PN121,2689,WROTE
TJ349,2962,WROTE
TF836,1937,WROTE
FR131,2648,WROTE
SO908,4526,WROTE
UQ170,4558,WROTE
IU348,1246,WROTE
OE837,1318,WROTE
PN121,3382,WROTE
NN992,3858,WROTE
DV187,3393,WROTE
QN420,4604,WROTE
UG099,4615,WROTE
FN752,1725,WROTE
UG099,1744,WROTE
PU637,2061,WROTE
QC191,2479,WROTE
XS276,3626,WROTE
DV187,4024,WROTE
QO801,4411,WROTE
IU348,2142,WROTE
AI186,561,WROTE
WT163,910,WROTE
EG092,79,WROTE
QO801,382,WROTE
FM680,2034,WROTE
GH572,2130,WROTE
DV187,3455,WROTE
JI223,59,WROTE
UA828,395,WROTE
BN567,1680,WROTE
BE531,1769,WROTE
HF081,4520,WROTE
TK597,4371,WROTE
NZ483,3017,WROTE
CM221,3389,WROTE
TK597,3536,WROTE
UV185,4209,WROTE
TI502,1574,WROTE
ID078,2880,WROTE
XS276,1089,WROTE
NB019,1153,WROTE
RN037,1331,WROTE
RN037,291,WROTE
JO978,567,WROTE
EO425,3725,WROTE
TX494,4042,WROTE
AI186,4372,WROTE
OI217,4456,WROTE
LV223,3535,WROTE
FS045,3658,WROTE
HY451,539,WROTE
JO498,605,WROTE
ES731,723,WROTE
LT787,1277,WROTE
NB019,1689,WROTE
FN752,4747,WROTE
UV380,4499,WROTE
NQ516,4561,WROTE
RN037,4906,WROTE
ZP972,692,WROTE
WR609,1179,WROTE
PN121,3882,WROTE
EO425,1537,WROTE
TP845,2119,WROTE
EO425,2852,WROTE
VW282,1541,WROTE
HY451,1599,WROTE
ZP972,1617,WROTE
EG092,2877,WROTE
DY566,443,WROTE
DX546,1281,WROTE
LC708,3196,WROTE
TZ806,3985,WROTE
LP961,4019,WROTE
UG099,3175,WROTE
JI223,3179,WROTE
UV380,1866,WROTE
ZX420,2616,WROTE
FN752,4542,WROTE
TJ349,326,WROTE
FR131,531,WROTE
PK065,1165,WROTE
UA828,1117,WROTE
SO908,1909,WROTE
HY451,2655,WROTE
GY227,2787,WROTE
UV380,2906,WROTE
JO978,3044,WROTE
JO978,3091,WROTE
KE304,3504,WROTE
TJ349,2492,WROTE
NB019,2940,WROTE
HF081,558,WROTE
UD654,940,WROTE
PN121,4492,WROTE
TJ349,1732,WROTE
HF081,1832,WROTE
UD950,2800,WROTE
WT163,3539,WROTE
ZP972,670,WROTE
US789,734,WROTE
UV185,1264,WROTE
UD950,1352,WROTE
UX720,935,WROTE
UC855,2920,WROTE
JJ935,2957,WROTE
UQ126,3163,WROTE
ER267,3696,WROTE
NQ228,4225,WROTE
PU637,4423,WROTE
FB602,3796,WROTE
UD654,240,WROTE
PN121,1042,WROTE
TM772,1927,WROTE
ID078,1990,WROTE
JJ935,2543,WROTE
HY451,3339,WROTE
OZ845,4557,WROTE
JI223,4620,WROTE
ET738,4644,WROTE
UV185,810,WROTE
BN567,1031,WROTE
JJ935,1321,WROTE
KT263,3085,WROTE
NZ483,3277,WROTE
TM772,3635,WROTE
PU637,3936,WROTE
WT163,2972,WROTE
ET738,4554,WROTE
TZ806,4588,WROTE
MU442,4691,WROTE
TF836,3141,WROTE
GS970,3397,WROTE
ES731,4270,WROTE
CM221,204,WROTE
UQ126,346,WROTE
NQ516,750,WROTE
SO908,840,WROTE
UN313,1255,WROTE
RN037,1672,WROTE
CK028,2024,WROTE
UX720,2321,WROTE
VW282,2735,WROTE
VW282,3193,WROTE
MW797,3462,WROTE
ES731,3483,WROTE
OE837,4120,WROTE
OV175,4567,WROTE
AY360,220,WROTE
QO801,430,WROTE
NQ516,3544,WROTE
JO978,3627,WROTE
DR567,3751,WROTE
GS970,3878,WROTE
UC855,1915,WROTE
OE837,2326,WROTE
HY451,2045,WROTE
HF081,2377,WROTE
XS276,2713,WROTE
WT163,3599,WROTE
QC191,3752,WROTE
AY360,4237,WROTE
UN313,822,WROTE
RN037,1119,WROTE
TP845,4781,WROTE
OZ845,4819,WROTE
ZX420,3471,WROTE
ER267,4253,WROTE
UQ126,1703,WROTE
KT263,2023,WROTE
ID078,912,WROTE
ZY562,484,WROTE
GV152,941,WROTE
HB552,1233,WROTE
UD654,3059,WROTE
XD471,3914,WROTE
GV152,4143,WROTE
UX720,4245,WROTE
US789,1591,WROTE
UV380,1882,WROTE
GV152,173,WROTE
TZ806,4556,WROTE
MU442,3049,WROTE
BN567,3080,WROTE
EO425,1297,WROTE
JO978,1535,WROTE
TF836,2949,WROTE
XW166,1779,WROTE
JJ935,2006,WROTE
EG092,2227,WROTE
TR797,1497,WROTE
PN121,3077,WROTE
TR797,3715,WROTE
ZA627,3969,WROTE
NB002,4074,WROTE
NQ228,4580,WROTE
QN420,741,WROTE
NB002,1076,WROTE
ET738,1822,WROTE
WT163,2107,WROTE
TI502,3111,WROTE
OI217,3554,WROTE
NB002,3653,WROTE
EO425,3823,WROTE
LP961,3370,WROTE
ZY562,279,WROTE
CM221,485,WROTE
ID078,972,WROTE
ET738,4824,WROTE
TF836,1713,WROTE
WR609,1749,WROTE
EO425,1828,WROTE
WR609,2214,WROTE
XW166,2201,WROTE
UV185,2202,WROTE
DX546,2249,WROTE
XS276,2953,WROTE
TX494,421,WROTE
EG092,2980,WROTE
UX720,3192,WROTE
RG949,4271,WROTE
KT263,4397,WROTE
UN313,3896,WROTE
DX546,3968,WROTE
KT263,4051,WROTE
MX294,4078,WROTE
MW797,4279,WROTE
NZ483,417,WROTE
LV223,825,WROTE
TP845,1614,WROTE
OI217,1807,WROTE
FN752,2007,WROTE
DY566,2913,WROTE
NB002,2916,WROTE
AG377,4578,WROTE
NN992,4915,WROTE
TM772,797,WROTE
VO839,835,WROTE
LP961,1329,WROTE
HY451,4384,WROTE
UN313,1621,WROTE
AI186,1753,WROTE
LP961,2217,WROTE
KT263,2307,WROTE
WT163,2564,WROTE
UV185,2759,WROTE
MX294,2763,WROTE
CM221,151,WROTE
FM680,1371,WROTE
NB002,4674,WROTE
KT263,3323,WROTE
PN121,3422,WROTE
FR131,4220,WROTE
TI502,39,WROTE
QO801,1495,WROTE
OI217,2160,WROTE
QO801,374,WROTE
WQ694,1035,WROTE
BN567,1379,WROTE
PU637,3170,WROTE
GS970,3697,WROTE
JJ935,3965,WROTE
AI186,4727,WROTE
MU442,4528,WROTE
GY227,4820,WROTE
TK597,6,WROTE
UN313,278,WROTE
LV223,892,WROTE
YQ009,1678,WROTE
FB602,3404,WROTE
JO978,3474,WROTE
FR076,3734,WROTE
TK597,3063,WROTE
ZY562,3203,WROTE
NQ228,3435,WROTE
FB602,3574,WROTE
ET738,1347,WROTE
ES731,4757,WROTE
ZX420,4910,WROTE
ZP972,4922,WROTE
ID078,4970,WROTE
DV187,1551,WROTE
JO978,1920,WROTE
JO498,2046,WROTE
NZ483,2155,WROTE
IU348,814,WROTE
JI223,1073,WROTE
XW166,3313,WROTE
LT787,3844,WROTE
DV187,4595,WROTE
LP961,626,WROTE
FN752,852,WROTE
VO839,886,WROTE
XW166,2989,WROTE
BE531,3984,WROTE
ES731,4319,WROTE
BN567,4707,WROTE
ZX420,1926,WROTE
WT163,2220,WROTE
ZY562,122,WROTE
PK065,1458,WROTE
PU637,994,WROTE
NB019,4777,WROTE
FM680,4918,WROTE
OV175,3680,WROTE
QC191,4437,WROTE
ER267,1542,WROTE
JJ935,1738,WROTE
DY566,1861,WROTE
PU637,1931,WROTE
GH572,2494,WROTE
WT163,2561,WROTE
QN420,2728,WROTE
ZA627,2924,WROTE
LT787,2391,WROTE
TM772,2859,WROTE
LT787,4549,WROTE
ET738,4935,WROTE
GS970,45,WROTE
ID078,758,WROTE
AG377,1049,WROTE
RG949,3185,WROTE
PK065,3482,WROTE
FR076,3738,WROTE
ID078,3298,WROTE
HB552,1529,WROTE
FS045,1791,WROTE
HF081,2418,WROTE
UC855,1748,WROTE
ZA627,2446,WROTE
ZX420,3749,WROTE
CM221,4239,WROTE
QC191,4851,WROTE
QC191,1304,WROTE
GV152,790,WROTE
UV380,1151,WROTE
VO839,1225,WROTE
HB552,3309,WROTE
CK028,3733,WROTE
XS276,3741,WROTE
JI223,12,WROTE
MU442,41,WROTE
DX546,88,WROTE
CK028,311,WROTE
ID078,3496,WROTE
JO978,4392,WROTE
ZY562,2012,WROTE
JO978,2257,WROTE
OE837,2451,WROTE
NN992,2891,WROTE
AY360,1603,WROTE
UA828,1790,WROTE
NB019,2671,WROTE
NQ516,3940,WROTE
TP845,874,WROTE
EG092,1175,WROTE
OI217,675,WROTE
FM680,681,WROTE
EO425,1493,WROTE
HY451,3849,WROTE
UX720,4107,WROTE
BN567,4338,WROTE
GU953,1775,WROTE
LP961,2233,WROTE
QN420,2476,WROTE
GV152,2834,WROTE
GV152,1933,WROTE
MX294,2264,WROTE
TI502,2831,WROTE
NQ516,4167,WROTE
ET738,4219,WROTE
TF836,689,WROTE
FB602,1376,WROTE
HB552,1468,WROTE
HY451,4622,WROTE
PN121,4654,WROTE
ER267,4908,WROTE
KE304,3222,WROTE
UV185,3278,WROTE
UQ126,3525,WROTE
HY451,3845,WROTE
QN420,1654,WROTE
UC855,2059,WROTE
EG092,2068,WROTE
RG949,2159,WROTE
ID078,2532,WROTE
VW282,2923,WROTE
TI502,498,WROTE
WT163,87,WROTE
JO498,131,WROTE
TI502,1222,WROTE
ZA627,1239,WROTE
FM680,3591,WROTE
MX294,3736,WROTE
DV187,4110,WROTE
ID078,4891,WROTE
MU442,1533,WROTE
MW797,2314,WROTE
UD654,2796,WROTE
UD950,1735,WROTE
UG099,1921,WROTE
FN752,2509,WROTE
HF081,2792,WROTE
XS276,3722,WROTE
NZ483,4231,WROTE
GY227,579,WROTE
GY227,1227,WROTE
LT787,1357,WROTE
LC708,1373,WROTE
CM221,1455,WROTE
DR567,4790,WROTE
XS276,4962,WROTE
HB552,4099,WROTE
FM680,4238,WROTE
UD950,1742,WROTE
AY360,267,WROTE
ZY562,366,WROTE
XD471,403,WROTE
FR131,872,WROTE
DX546,1442,WROTE
UC855,2,WROTE
TP845,785,WROTE
XW166,1475,WROTE
EO425,3003,WROTE
NB019,2932,WROTE
FB602,1656,WROTE
RG949,1859,WROTE
ZA627,2392,WROTE
TI502,2396,WROTE
LV223,2491,WROTE
GS970,2766,WROTE
SO908,23,WROTE
SO908,1457,WROTE
FM680,3001,WROTE
ZP972,3931,WROTE
HB552,4130,WROTE
TZ806,2100,WROTE
PU637,2137,WROTE
DV187,2281,WROTE
EG092,140,WROTE
TP845,164,WROTE
UV380,306,WROTE
TI502,919,WROTE
TP845,1846,WROTE
UD950,2074,WROTE
NB002,2651,WROTE
WQ694,1632,WROTE
QC191,2755,WROTE
TZ806,3771,WROTE
KT263,617,WROTE
NB002,190,WROTE
WQ694,1265,WROTE
NQ516,1556,WROTE
PU637,1711,WROTE
XD471,4651,WROTE
KT263,4666,WROTE
FM680,4988,WROTE
MU442,3992,WROTE
LT787,4250,WROTE
GU953,3458,WROTE
NB019,2149,WROTE
UA828,2784,WROTE
TX494,72,WROTE
UQ126,75,WROTE
HB552,274,WROTE
WR609,1148,WROTE
OE837,217,WROTE
UD950,270,WROTE
LV223,827,WROTE
UG099,2497,WROTE
NQ228,3923,WROTE
CK028,4847,WROTE
JJ935,4798,WROTE
WT163,1663,WROTE
UN313,1812,WROTE
ZY562,2501,WROTE
OZ845,2584,WROTE
IU348,3075,WROTE
